,prompt,chosen,rejected,diff,source_index
5414,A friend of, mine (pard) introduced himself to French Tex Scot after true freshman year having beat, mine described to me an old American prisoner riding through Africa during World War Two before,0.9564827531576156,5414
5417,Noel, McJean appears to have dominated the role as complex an individual as could be, had a point. It's hard to believe Dan Maguire of Thea,0.9978545862832108,5417
5419,This is," insane it snaps back, so boundless. I think Van Dien responded quite", my first take on Darnell and his screwball reaction to Darnell,0.9456837736070156,5419
5424,`In the," film, Sarah Richards is the air runner traveling from Harrison Ford's film Spitfire"," world of amateurism, outsider casting and come out of the pot"" <br",0.9880018467083572,5424
5429,This is one of those topics I," grew up with on my TV and always wondered, ""How is that going to",'re bored of for a reason. They don't care--for weird reasons peace,0.9944761315127836,5429
5431,Why do, I like she? Maybe I've read the book and in my mind I have, you think this religious turmoil in nearly every town seems to have it's roots in,0.9900247897021476,5431
5436,This movie is even a," perfect example of an example of editing, plot twists, and how ""Christian"""," bit full of holes. You see, this movie is about the afterlife. It",0.9976791557855904,5436
5437,After the reasonably successful MASTI," Lecture in 1984 in which Madonna accompanied Bob Hoskins and Eva Mendes,","EST pictures, they've got none of the reveals or extras that the critical ear",0.9965776520548388,5437
5438,Pyare Mohan, Mohan Mughal Khan Mohan Masah Elahi Sonja D hall, has never appeared on a TV series. So there was little surprise when she was,0.8733964413404465,5438
5439,I'm a," big fan of 'Diamonds Are Forever', the 1985 film about a squid who", big fan of Sukhoi but this film had so much potential that it just,0.9967279790434986,5439
5441,The Christmas Secret was touted as a, great movie but just got major awards. This movie puts an end to that which," ""must see"" choice on Stack. Others decided that the movie had very little",0.9982461920590142,5441
5442,THIS REVIEW IS MOST, beautiful.... It's a work of art and one to follow that will keep you,"LY SPOILERS.) but besides that, Lenses and it's director """,0.9814918339252472,5442
5444,My first opinions on this," film are this, ""I saw nothing bad, I had laughed out loud."""," movie were very shallow and unpleasant, but it's possible to see them in the",0.99792943848297,5444
5445,I got this as a, guest at a Jackson Fridays celebration. The beauty of this film is that it's, present. Its supposed to be driven by power.<br /><br />My,0.9969311192398892,5445
5446,You ever, seen a classic picture again and seen it through the clarity? The people trying to, watch a Rodney Dangerfield rap tape and expect me to come up with a story,0.99514999659732,5446
5453,I think this is one, of this family's greatest personal stories - three adults tell their ages? Boy are, flop. I attended ArcelorMittal before watching this low budget action,0.9983667883207088,5453
5456,I do get irritated, that they were sometimes blamed for WW2 suicide by US intelligence services. Emmy, at people on account of how long it takes for someone to get through...but,0.9619810977019372,5456
5457,"I am a Shakespeare fan, and"," while my other favorite romantic comedy, Something Wicked was released in 1993, I thought", say that it would have been should have been filmed with not only caution and anticipation,0.727739989757538,5457
5460,Do not be mistaken,", yet this movie is in it for all other reasons, i love a good", for Juliette Binoche currently as the dork with the hot thighs who drives,0.9872405212372544,5460
5461,If you've seen other movies like, this one you know what i mean. Rave to Farrio and Kief," ""Stravinsky: Left Behind,"" you already know this one.<br /",0.9979438334121372,5461
5462,There's a good, reason to understand this experience  it's fun! Motive. Always having," chance we'll get some sort of SRV (for all purposes), just like",0.9145566895604136,5462
5463,In one instant when it seemed," that we were talking about aging and death, a young labyrinthine archer nevertheless"," like everyone was planning on really running for the exit of the asylum, the opening",0.9650142528116704,5463
5465,I don't, think there are any film made in that year that compares this film more closely to," mind some of the gang violence, due to the dramatic emotional shortcomings, but the",0.9972559226443992,5465
5466,All Hype!, One of the best known GONE parties in the mid 90's. I was," This screening was obviously cast against Mr. Ridley Sr., but, for some reason",0.9946057538036256,5466
5469,Four Eyed Monsters, is a cute little game. A group of teenagers start killing wussy little monsters, turning in an absolutely horrifying hour thirty minutes long. I can't stand racism anymore,0.99765595048666,5469
5470,At the time of," its release on November 1, 1982, Mercury had only released two patches of a", writing this movie was supposed to be a sequel somehow - i did not expect it,0.989812097104732,5470
5473,The Choke starts as a, horror movie that picks up pace incredibly quickly. You remember how someone put this young, combination of boulders hitting the shaved down faces of a pair of next to anything,0.9969723157119008,5473
5475,The photography on the, computer and the lighting in the room made some very memorable scenes that included Shah Ruk," island isn't remarkable. But things are quite bad. The sound is excellent,",0.9979969386477022,5475
5476,The only reason I watched the movie, was to see how it turned out. The first 8 minute Adventure of the implied, was that I wanted to understand the characters. Thought it would be good if they,0.9824139247648418,5476
5477,I just rented (yes!, The movie) because that was the only way I was going to see it.," too bad I rented it)<br /><br />Lastly, the only",0.9909686981118284,5477
5481,Jack London's life, changed because his father ended up in suicidal treatment and his father was found too suicidal,". Unfortunately as the characters begin to disappear, it just seems to happen. Who",0.991891224635765,5481
5488,I'm actually," a fan of Mark Hamill. Now, either he was fat or he's", serious. It bothers me that we lose the option in see those movies you guys,0.9884801767766476,5488
5491,I watched DVD 1 only, because I'd read the series and couldn't help but admire it. It reminded, and no one in either decade could gather his thoughts for this one. So the,0.9976634652703068,5491
5493,In my opinion this movie," will probably be over the wall but for the good ""chi-chi"" feeling"," is some sort of short piece of nonsense. ""Jeff Green Robinson"" was filmed",0.973831643757876,5493
5497,First let me state that I, revere all Jewish writers and directors. There are no anti-American Jews.," did not comment on the plot, it is really not that important either as there",0.9957064273767172,5497
5498,I was curious to watch this, film. I thought it reminded me a little of the mating scene in Max Payne," movie, and even learn some hints they might have come up with. The mistakes",0.9958759982837364,5498
5505,I only watched this," movie because Micheal Wasson described it as different from ""Aja Baretta"," reluctantly for the film's trying to be understandable, but whilst I'm not aware",0.9934374121367,5505
5506,fulci experiments, took place all over the planet. Good bits. Once you keep on your toes," connected to ""Alien""; nearly all of this is taken for granted at the end",0.9976326664909722,5506
5510,A group of models is," vacationing in a mountain area in an exotic tropical paradise ( Next, Another Universe"," disgusted by the acting of Gosford, who has become a jerk himself in porn",0.996151012717746,5510
5511,Wow...OK. So, many ill comments and their tackiness actually gives the film 10 points...and those, let's go back to the start. Wicked hope. No universal spine; no,0.9745000433176756,5511
5512,That's, no means of changing the facts anymore. She's taught her lessons properly. P, what I didn't realise was that she had a stomach-aching moment at the,0.9901065779849886,5512
5513,I love Dracula but this movie, is so different from most of the censors. What can you expect in the," does not. DVD scene is bad looking, the artwork really doesn't match the",0.998338077450171,5513
5515,The premise for Circle," is simple and sweet: a baseball team is savagely attacked by a mysterious,"," of Life was very entertaining, but these ignorance-laden facts are cloaked through ignorance",0.998127509141341,5515
5518,"This is an attempt, by both", Matt and the writing team to come up with an accurate name for the character.," writer/director Edward Zwicki and director, to try and create something not",0.9881065799854698,5518
5521,The problem is,", the Infantrymen always have a chance to win. It just goes up in",", even if you're married to Emmy calling limit the length accepted by the producers",0.996645584004,5521
5523,Is there any other, way that Meg could get that audience together with's aesthetic? Especially when the film, movie I would like to see Amar Mook translate to English?<|endoftext|>,0.9828255344182254,5523
5527,The '60s, were the decade of mainstream radio and TV shows starring celebrity multi-millionaire Peter, were almost too bad to miss that captured a country its own in such a major,0.980220850557089,5527
5530,To this day when you, are stuck by your problems. Look at reality movies when you catch your attention.," watch the movie, browsing through fluk wipeers is just one of those things",0.9910001852549613,5530
5531,This is one of those movies," that you could see a movie with all of the actors who did it, and"," that looks like it's literally losing its lip, and I can't help it",0.997174748335965,5531
5532,"""Godzilla vs King"," Kong"" (pardon the technical problems) is the most obvious, and most"," Kong""<|endoftext|>",0.9758889097720383,5532
5536,let's value it.<br, /><br />The first and most stunning example of the example was the actress, /><br />The offending film-lines (and certainly among their worse following,0.9961524491664024,5536
5539,"Okay, I"," got to watch it with Chip Hunter, and Sarah Michelle Gellar; who can"," was at the scene and watched ""Don't Cry"" for the next fifteen minutes",0.9974195924005472,5539
5540,Dolph," Lundgren, as ""Drive-in"" James Hansen)in the sense that"," Lundgren as an irritable, aloof, pizazz-smoking ice",0.9704117942601443,5540
5546,It just," adds that ""Oh dad! My gosh!"" Goodbye and goodbye! <br"," seemed like something had been cooked up and bins were being torn out, the data",0.9973346272599884,5546
5551,Normally I'm quite disposed to like, Garbo professionally though and the screen adaptation isn't as good and the casting doesn," Yankovic's work, but I cannot see him good enough as a director",0.9805453330627644,5551
5554,This show comes up with, great wire-art settings and segue to build up quickly and flow into surreal," four episodes tooling up garbage like that over there in T.V, Eng",0.9982531145797112,5554
5556,You do realize that you've been," hypnotized by your eponymous stream of portal lobes. Scarecrow, Kurt"," invited to play at your school, but probably you aren't given high honor to",0.9824815904721618,5556
5557,"""This might mean the", 'wild west' scene to them was more pure epic-mystery (tw," cycle at the least,"" says Field. ""Our sons are kids.""<br",0.9882527342997492,5557
5559,REVOL,T BUT LAUREL HUDSON -KELLY PARK MUSICAL,UTION CURS 13 With one final wish for the audience: Either DO NOT,0.9838565550744536,5559
5560,This film is, clever in many respects: the situations define Sigourney Weaver's full-length style," very, VERY chewy and of course tipsy, yet still strikes me as",0.9943483429960908,5560
5562,While this film certainly, takes place in New Zealand and it sticks to the excellent British snowboard interiors, should have run dry and I can't remember how many times I've been in,0.985586265102029,5562
5567,Wimpy stuffed shirt Armand, Jankiewicz was kissing throughout. There is a lot of affection by Armand, would like to undo! Look at the dirty-goose mercenary whose face is,0.990381454117596,5567
5572,I'm working my," way through the movie probably by the hour, and I was really horny, so"," tail off to save my paper copy of ""Tommaso"" Saturday.",0.9808422811329366,5572
5574,The Revolt of the Zombies is, absolutely brilliant and George C. Scott and Jeffery Shamberlain are superbly," watched to see if the knob hits. The guys get captured, they take down",0.9214845150709152,5574
5575,"""After World War", II the army saw so many famous tanks that compared to the other tanks (Brazil," II"" you felt that Israel had lost the war, even though it was a",0.98064105771482,5575
5580,Knowing how old a," film was, almost exactly as they're supposed to be.<br /><br"," person is, it's not absurd to suggest he never's going to lie including",0.9684802331030368,5580
5583,Georgia Rule has got to be," seen as a shining example of how to create a cohesive story, by bringing a", seen for the sutrals filming... Probably because early attempts at The First Avenger,0.7067736387252808,5583
5587,"Okay, so the previews"," aren't anything special, but as a potential horror/thriller show,"," above blew away me. It may either interest you, but according to the preview",0.979995295405388,5587
5589,I'm, not going to decide for myself. As a writer I find stories to be something," mad at her for letting her boyfriend, Lloyd combine her $1000 haircut.",0.9952430772827938,5589
5590,I am uncertain," whether a % of both subjects are unmasking, but I can personally attest to"," as to whether the content of the movie is genuinely funny or not, since it",0.9893698162632064,5590
5591,There's a lot, going on behind the scenes - despite Russell not only trying desperately to doray a," going on here--and, at this point, there's only two things to",0.9937254125252368,5591
5592,I don't know, how he did - but from the stage in which he played the piano he did, what happened since I'm also awake at night. It was a film I wanted,0.9928856838960202,5592
5594,Put a, cheap vacation down there with fun. Nut filling pumpkin breads. Or you could, Bosnian goat down and boot 'em up.<br /><br />The,0.973885925952345,5594
5595,I must," admit that I am quite entertained, particularly by James Dean and the anticipation of """," say, after watching the public reaction to what was originally supposed to be a can",0.9951807691249998,5595
5596,Rodney," Reitman, a former FBI agent who is now negotiating with the government to"," (Mickey Mandoyle), making protestations of revolt against his father, Henry",0.9632135983556508,5596
5597,When I was a," kid, I always watched ""The Elephant Fathers""). His Babe moment at that """," little milder than usual during the daylight, I was until still at home",0.9740689117461444,5597
5599,This was yet another, valiant effort of Seth Rogen to remake the Golden Globes in a direct adaptation," scene played by Casper Cuhrup, who wore an extraordinary mask that never",0.9441280886530876,5599
5600,We went," out camping way back when, for a death watch in the movies, and although"," to a separate tuition theatre twice because of the subject matter, so this one couldn",0.9959845659905116,5600
5601,"Shazbot, is this"," becoming an overnight success, like they were making this in the 60s? It", film's largest success? The acclaim and the initial success that this flop achieved,0.993934286059812,5601
5603,This is the, ONLY state unto us to bless American identity. Those who claim to measure it by," things's trick, as any story is under-appreciated. It's",0.9807497570291164,5603
5605,The movie," starts off rather sharply, with Desmond and Candy turning to the villains and trying"," doesn't sex up the plot. It is not even remotely funny, watch the",0.9978234808077104,5605
5606,This should be," the case in many previous episodes, ever since 1995's ""Turkmen""", some shame - maybe some kind of the director of All Gods Men confessed the plot,0.985563109861687,5606
5608,I watched mask," show."" I thought an amazing movie is going to happen on Rex Money. I","y and didn't care."" Well... really.... I didn't think that was",0.989836560562253,5608
5609,...though for, us it seems the scratches on the wheels do not seem to matter.<br /, those who don't watch this a btri TV show is probably one of the,0.9838753859512508,5609
5610,I don't usually," much care for most of this sort of stuff, but I recently saw this film", look forward to a disaster movie).<|endoftext|>,0.9926091181114316,5610
5612,"actually,"," such great movies). Just come on, you'll get your Oscar credit.<|endoftext|>", I think they tried to make a comedy.<br /><br />YOUR,0.9960203841910698,5612
5613,This is, a classic political thriller by Conrad Grue about two hearts that sit on opposites," wrong, in my opinion.<br /><br />An elderly swing-dr",0.9982832688256168,5613
5614,I have to," say, there are several deep insights in this film that aren't used in the"," dismiss this biography of Julian, as the great and well known Mannemuscher",0.9959866140852685,5614
5620,When I borrowed this movie,", I it was the first time I had wondered what would happen if someone was"," for a theater rental last night, I just shook my head in disbelief. I",0.9958388671511786,5620
5621,<br /><br />I, have been a doctor since I was little who was mildly active.<br /><," don't know if you understand Japanese, Indian, or some other kind of language",0.9958108479040674,5621
5622,I found Darkness to be just," as much a work of theatre as An Exorcist is a fine film,"," no good drama, and reigns supreme in this goodbye-porn. Wild",0.9971812517615036,5622
5623,A small town, is fire-tucked into the north with the demons of heaven praying for it, farmer gets formed and holds aloof from his secretary on the grounds of bew,0.980246922466904,5623
5624,"""Darkness"" was entertaining", simply because the plot line added this element and there was nothing that even dipped below, to say the least until it became a completely fake movie like those typical films from,0.9960836373502387,5624
5625,"First of all, the"," show was legendarily funny, powerful and deep.<br /><br />It"," last thing the kid wants is any of them, he's 70, and in",0.9979752470972016,5625
5633,This has," yet to be really shown in the kitchen, but we can bet the legendary Star", a desperate appeal to children who are often in need of quality underwear. The rest,0.987972034374252,5633
5636,An obvious b-grade effort to, develop Colin with a thoughtful performance. The performance was so highly well made that expressing," destroy the idea that life is as precious as homes, the movie's comparatively low",0.998384655744303,5636
5652,Well it looked good on paper,! Unreal looking body without interaction even on paper :) I recommend IT. Not to,", kinda lame (careful with the ampersand), and not I for",0.9931440249201844,5652
5654,People like me, think we've only scratched the surface of the sometimes murky world of global capitalism as," think slavery fell from grace, but it does not."" <br /><br",0.9067811965942382,5654
5655,I watched this movie last night on," Channel Ten and also reading that FiM version, my brain just got caught up"," video (we like convenient commentary), but I will give this movie 3 stars.",0.9979611244634726,5655
5657,"""National Treasure"" (2004",). This directed by Lawrence Durand – another genius collection of screen touches supporting for,)<br /><br />Stranger Things epidemic scale<br /><,0.9896092955023053,5657
5662,How this film gains a 6.,4 in the *Sincerest Spoiler' bin. It nicely mirrors the highest-,3/10 though I guess don't even know.<|endoftext|>,0.9923295797780156,5662
5663,"WOW, this movie", is for YOU.<|endoftext|>, is bad! This movie is **** a WONDERFUL ROCK!<|endoftext|>,0.9980830628192052,5663
5664,I almost drowned,"! But not before I started laughing around, and oh and the ""IW", but I kept saying go home later!!<|endoftext|>,0.9931142064742744,5664
5666,It kept my attention,". I watched this movie thinking, Imagine!! I'm gonna watch it again,"," until switching off the TV. Takeda, who rehashes some of",0.9983103273552842,5666
5668,I'll be honest- the," situation whether you're Mormon, White Christian or the more common Religion of the Rough"," movie is awful, I thought Mark Machin's performance was brilliant and while the",0.956645243568346,5668
5670,Dissapoint,"ing"") features a brilliant screenplay and clever timing (Shotosh and her brother meet"," Lilly Embryo (who just turned eleven), from a prostitute, freaks",0.9914708572905512,5670
5671,Consider for a moment what it must, have felt like. My life!! My family has been through so much and hopefully, be like to be 39 little redneck bachelor Erica Kline playing an adult movie,0.9875043518841268,5671
5672,First off... I, loved 'Sweat Pump Night'. It's a romantic comedy that has some funny, kept mentioning how only Alpha and Beta could have made such a wonderful trilogy without going,0.9971942747943104,5672
5673,Over the," course of years as she became more and more talented, she now invites her friend"," top of the range, not only is the beginning slow trying to add as much",0.9758824035525322,5673
5677,The name Uwe Boll is, an old German word that has been spoken in many civil conflicts. When Uwe, rife with clichés and is likely to derive its content from the use of the,0.9852541784057394,5677
5682,If at," some point I have to admit, I started watching of the show whenever I were"," any time I have inside my apartment I want to reform, or kill myself.",0.9923207606188954,5682
5683,I was so disturbed by," this, so twisted it enchanted my mind.<br /><br />However,"," this show it made me want to cancel this crap!""<br /><br",0.968571572971996,5683
5684,This would have to, be the only real film that far exceeds Holger Gage Brokedownk," be a 1 out of 10 movie, seen only, where it would have been",0.9955998505465689,5684
5686,This movie shows a clip of live," football, struggling to find stability and respect amongst the senior players. The morals of", movie history set in the early 80's due to Finlaw's move to Che,0.978562582284212,5686
5692,"The only reason ""The"," Third Man"" might have made the film is because of the great acting that many"," Ghosts Story"" is worth seeing, in my mind, is because there are so",0.9785634647123516,5692
5694,First off - there, are these interesting conflicts between those who gather on Trelawney's deck for, are no birds here. Why? Because a bird can eat millions of spores.<,0.9867084631696345,5694
5696,I respect Alex Cox the filmmaker," because he gives us everything he has since ""Dinner House 2"" until the",) But I doubt that they agreed to help him with his narrative. Neither did,0.9983036667690612,5696
5700,When I," read the old comments in my TVGuide, I laughed, I smiled, and"," first seen this film, I assumed it was going to be terrible---<br",0.997323783522006,5700
5701,"The premise, while not quite"," accurate, is based on a classic, The Africa Of African elephants, released for"," right, is believable. It's all mostly just plain bad-assery (",0.99146697903052,5701
5702,I am glad to read, Rubin's biography. They in turn continue home movie history. I would have thought, this movie. Very sad. Lots of bad language written. flippin loose,0.9983119841781444,5702
5704,"""Laugh, Clown Laugh""", aims to utilize the full spectrum of the genre's corny characters to achieve laughs, is NORDIC WORRIES' amateurish soundtrack...a concept one might,0.997653200523928,5704
5709,Lets put it," to the test, and compare that to it. The Disney series comes out every"," this way... you're probably thinking "" Watch Gordon, don't laugh! """,0.9844492310658096,5709
5710,This isn't," to say he wasn't a fantastic writer, his books are the best value for"," a complete rubbish review, it may not show you all the trademarks so watch the",0.9732775911688804,5710
5713,I don't think," the gay-straight marriage issue is owned by conservatives, although once you get someone", waiting on a plane to Chatsworth meant diving for such a great deal.<,0.9844181379303338,5713
5723,I saw," Sean Connery's performance for the first time on stage in 1957 with ""The", Levine playing the role basically showing signs of being this disillusioned teenager like we get,0.99757833435433,5723
5725,I understand," tower blocks and towers don't make city blocks or towers but towers make buildings"".", that when I'm not going games I do that cycle; I find myself simply,0.9775878878426738,5725
5729,Italian-born Eleonora has," had a profound affect on me. So borrowed from ""Midnight"" and """, lost all contact with her classical family--her rich aristocratic mother is no ordinary,0.9963848548941316,5729
5731,Jane Russell proved to be a," good rock star television star with ""Girls"" successor series of 1970s rock."," complete terrible actress, a choreographer to top that of other acts, nasty to",0.9980799640179612,5731
5732,I would," have to say, Steve Colletti is superior as per usual to his character", love to put up with this anticiso amidst the growing nerd culture and the fact,0.9821574054658412,5732
5739,I wonder how the, original concept of the Book Wolves was developed? Night Moon is based on a story, wife of a serpents cook knows what we cook?! We don't exactly,0.98902600700967,5739
5742,I had to compare two versions, of the movies beforehand because the first one took place in Italy but the two expressions," of this movie three times, and while Rocky's character is all over the place",0.994337639422156,5742
5743,This film,", to develop deeper and deeper love for the viewer, establishes the role of love", is small-FILM film-making. In this film what is essentially a,0.998208699398674,5743
5751,Leonard Maltin compared this film," to Metro, saying ""It was a tough mutant Cops Police Squad/Special", to a very young and very drunk shearer.<|endoftext|>,0.9907808596035468,5751
5752,I remember this movie," not being so successful (although, for the record, it is positively hilarious!)"," being fic supposedly since shortly after release, just after all that viewers were reaching",0.9980528611922636,5752
5756,Well to answer one persons's, question (not the beginning of mine) there can be no doubt that this movie," question, I figured I would warn you I thought this movie was pretty awful.",0.9974207220366226,5756
5757,I saw this film when it first, came out and Gone Girl (and since then numerous of my favorite movies have adapted," came out, and I fast forward happens on the website and comes across a bunch",0.9958586809225382,5757
5761,WWF Survivor Series, in order to meet the new Korean husband and have the kids recommend him to a,""" from 1948-1980). You can better imagine Genghis Khan as the",0.9943310036323968,5761
5762,T. Rama Rao made," films firstly showing the unusual connection between religion, nirvana and life on"," a couple of horrible movies. ""3"" was one that fails to deserve top",0.9983167760656216,5762
5764,I just saw this," one, and it surprised me so much I felt like drawing a monster. The"," movie, so I can know I'm not buying or paying for it. This",0.9981580200837926,5764
5765,THE IM,"AGE ACCEPTING: Please, give the guys some credit with the terrific score", RELEASE THIS RATING: **** OUT JUST IN CASE:(ASHIV'S HO,0.9956846430432053,5765
5766,Bradford Dillman,", (1987), is also one of the best actors of the 40's form","'s character is constantly getting punched through the hi-tech alloyface monitor, and",0.9968425664119422,5766
5767,I doubt Jigsaw was hip, until the 80s. It really didn't take I think from him to be, lol. He was eerc. I wonder if Jigsaw was choking on cake,0.9967790755908936,5767
5773,well after watching this i can, say for sure that Sugar (unlike Cynthia Ray of Monogram) is pretty, only pray that the movie is still okay after 3.5 years. I am,0.9928352739661932,5773
5776,What a, stinkin' cliché! marvelous performance from this OK-to-live indie rock," horror movie, the phone and air cracking expressions, loudly and despairingly loud and",0.9864127654582262,5776
5777,"Spoiler below, but read on",....<br /><br />So the start of this movie is that A,. Spoiler first. First ;<br /><br />Loss: <,0.9736952409148216,5777
5780,With an absolutely," great cast (love Gene Kelly, Ray Romano), who already collaborated on his"," huge budget, a wretched storyline, plain inside jokes and a poor screenplay make this",0.9983127239975148,5780
5782,From the pen,"ultimate scene, Lebovitz and Gopstein reminisce about their early",ultimate shot I got the feeling that McCaw was off driving to the mini hot,0.9982675230130555,5782
5783,Ah WINTER KILL,"!!"" Florentina Aranda(Antonio D'Angelo) is a","ER. I know for a fact that Harvard Law, ""unfriendly"" towards",0.9644763693213464,5783
5784,I watched the pilot," to see the film more. I was pleasantly surprised, however it came out about"," as how it wandered into ""Plan 9 From Outer Space""; the plot is reasonably",0.9938561585731804,5784
5787,This film is," very entertaining for me, a little scary, but nothing more. It is a"," not where its ""story"" actually begins, which currently runs on more hours and",0.9983454343746416,5787
5788,Drawing Rest,raint by James Simons stars as the man known as 'Rise of the,lessly was just about the worst film I have ever seen. It never had hope,0.9960356899537148,5788
5789,I watched this, before because I think it's funny.<br /><br />The speakers are, movie its a maddening mess its a '10 and two laughs' for,0.994611481379252,5789
5791,Don't," just cut back and forth through a lot of review posts, but make a mental", think you'll get all that much out of this movie.<|endoftext|>,0.9899607580155136,5791
5793,This has got to be one, of the great silent movie releases of all time. It is one that should not," of the worst films I have watched until I rented it, it shakes your body",0.9981526421615854,5793
5795,"""Draw",""" and like ""The Godfather,"" it's impossible to avoid setting the new",""" is pretty bad. No offense to Loretta Shriver, but she manages",0.9957384825102056,5795
5799,This is a story, about a series of mysterious murders and their unfolding because the characters' motives are unknown, without a plot. All foreseeable.<|endoftext|>,0.993801938777324,5799
5800,---what happened to, its scientist? ummm..alright. YULA and ELI did, Chaplin and Webb? And how do you explain the expectations so far that we,0.9867243233602496,5800
5801,The most," convincing, even to me, of video games is the multiplayer mode.I was"," common question is asking what kind of movies would never have their full range, i",0.985235569998622,5801
5803,I was really looking," forward to seeing this movie. But my love for Diane James, Leonard Maltin"," forward to it, but as soon as it happened it was overrated and I",0.9973831492243336,5803
5804,The film did what it set," out to do. Or, you had to work harder and get bigger picture.", out to do - till the very end. It is a sick farce about,0.9940630996134134,5804
5805,Tierney's an," honest man) used to be very one dimensional and quite cold towards Morgan,", idealistic member of the miscignific and ambivalented ploy? Well his,0.995900035253726,5805
5806,"""This", is indeed an excellent movie...The acting does not make you watch anything that big," is yet another example of a male film slasher,"" said Mr. Hand on",0.9982835447299292,5806
5810,Back when Alec Baldwin and Kim," Palette were in the egg-shaped, enhanced version of the Monty Jones", Novak were out of film by the time The Lonesome Dove and My,0.9823137680068612,5810
5817,Ivan (,he was the filele of SALT in World War II who had landed in,Henry Beckwith) is in VW's few remaining jobs when the accident is discovered,0.9842747780494394,5817
5818,As a horror-,"lover, I feel rarely tempted to find a story of unadulter","maker here I've seen my share of these movies, don't debase yourself",0.9970493029686622,5818
5823,"""L","ies and My Eyes""! I am an avid KISS fan, and suppose I","antern"" and though instead of showing the colorful puppets and themed reality show",0.9944846187718214,5823
5824,the Germans all, want) at the climax of this special 9:45PM-10:00,", when it comes to extremist propaganda for a film I was really surprised, that",0.99549716594629,5824
5825,It really, is wonderfully cool.<br /><br />Although one commentator should note that most," only goes deeper, it depends on the comment of the friend and theong in",0.9927798318676652,5825
5827,As a," professor, member of the press, or even ambassador, I'm really looking forward"," horror movie, this film is absolutely horribly designed and quite insulting to any viewer and",0.9982194114127196,5827
5829,My wife and I," recommend everyone to this one, nothing special, just kinda good like My Right Hand", are on vacation and all we know is that Kirsten Labri (inex,0.997180974460207,5829
5830,"OK, so Mr. Ag",ito must have understood their logic...<br /><br />Ace in,"amemnon, poor man's from the up and down undead in South Africa",0.9870677627623082,5830
5832,When you look, at it something like this yields immediate improvements to the game's overall flavor. It," at the schemes for both ""Two Biggers"" and ""Others"", they lacked",0.9982302771531978,5832
5833,VAMP,US US FIRE - SENATE OF ALL MOUNTAIN ROCKERS FAIRARM,ARIAN HERO CONTINUES LIKE AN EXPILIARY TO HANG ALI,0.9928619749844074,5833
5834,I was, absolutely blown away at REALLY GOOD TV depiction.<br /><br />I'm, semi depressed when Kevin Costner also played Bill Cosby. I didn't know how,0.9944740715436636,5834
5836,Lesbian," Bloodlines comedies such as Budapest's Bianca Domenova, which I","? Cut them off like this. I did it in the beginning, but the",0.995548670180142,5836
5841,"It's funny,"," though. Maybe Tim Robbins has pt. 1 (Random), but about that age"," it's funny, it's one of those shows that really stinks. But",0.9780665034195408,5841
5844,This movie is a, great one. The game mechanic is exactly the same as a 1st player game," bizarre horror movie, full of ridiculous plot twists and nothing to see coming...<",0.9981163191841916,5844
5846,I just, wanted to say I was going to give this high because it from a literate," can't find the scene where he gets a free ride back to Africa, like",0.9929953211685644,5846
5849,Elephants Dream was, a great movie and that was the meanest thing that ever happened to a movie," significantly weaker. It was partly the relationship between Cressida, and origin (",0.9940332823898644,5849
5850,"Well, I was excited", to see this film. Bravo to for it.<|endoftext|>," a bit about this because it was kind of hip-hop, and having the",0.9375829435884953,5850
5853,Scary Movie 3 (,"2006) Saw this 11 times, it came back 9 times for DVD/Mac",?) by Robert Evans. You know that Edward Guilleminée is certain that,0.9868110083043576,5853
5855,<br, /><br />. Regardless of the closely held views and judicial document is about, /><br />I agree with Casey Asante that US Presidents are not the,0.9858294790610672,5855
5856,Scary Movie 3 isn't," a movie, but it a good looking movie without too much going on. Especially", strictly among the worstest easily fall within its personalbiebery stage of crap like,0.9976121542276812,5856
5857,Hollywood," thriller must have been solidified, because up until then the characters in this film"," veterans such as Henry Hardcastle, Billy Wilder and George Taylor look off like",0.9887513171415776,5857
5858,Well...i was going to, ignore it but--so what? Gimme a break...ongs...hmm, kill this movie...<|endoftext|>,0.9929403474088758,5858
5862,I'm," not kidding myself."" The movie's name and starring of Dr. Heisenberg", trying to understand a bunch of n*ggas sometimes on this site and still,0.9864280654001052,5862
5865,What is it," about? Well, it really tends to lead to situations where someone could communicate directly",? Have you ever seen this movie on Magic Mr. Ripoff? Or Flo,0.995690603624098,5865
5866,If you made the mistake of," renting this film, see it! END NOISE<|endoftext|>"," making this movie, we'll save $5.00 5 times! Your support",0.971908673644066,5866
5870,The best thing, comes off of who can make a decent film about a bereaved people (especially," about the movie was that it borrows from scores of other movies, from old",0.985615074285306,5870
5871,Sundown -, Alleged - V2sex)<br /><br />This show out, don't even consider having to pay taxes.<br /><br />Going to,0.9806594750843942,5871
5873,This may sound crazy to even," begin with, considering every thought is kept first. Flash Gordon., while most of"," remember boldly remarking to friends and relatives, ""You know, once I see",0.989403498824686,5873
5875,I've always, insisted to easterners who don't see the full documents and accompanying guides in the," liked the show in its originality and logic, but this show just becomes predictable",0.9900621342239904,5875
5876,The basic formula for the," film doesn't let you down, ever. All the stupid stuff is there."," original, dedicated to this pathetic boneheaded dog-apire spends 1983 in the",0.9854629770270548,5876
5877,'Thunderbirds,""" happening in all sorts of outlandish, creepy and bizarre situations.<br /><","""<|endoftext|>",0.4110400080680848,5877
