,prompt,chosen,rejected,diff,source_index
1271,After Life is, a pain...the acting is fantastic. Cutaways from Mr. Turner & Co," a great film, I'll never forget reading that comment from my friend.<br",0.0001608133316040039,1271
1272,"This ""movie",""" in the title is quite possibly the funniest child cop film, if not",""" is absolutely nothing more than an exercise in wishful thinking. Dressing up",0.9981386433937588,1272
1273,"""A Damsel"," in Distress"" (also where it really falls short) is also astonishing.", in Distress' great first Ugly Fruit commercials in the 1940s. Thank,0.0011723637580871582,1273
1274,Arthur Askey," (Matty Kelsey) goes on a crime spree on Victor, a student",", whom the film is characterized as 'an ordinary artist with nothing but a craft",0.3118336877087131,1274
1275,An absolutely wretched waste of film!!,<|endoftext|>,<br /><br />Only a couple of wonderful kids action movies are allowed,4.489440470899979e-06,1275
1276,Dynasty Revisited,", by even Lee Nielson; however, on his movie tour,<br",". While the commentary most likely did not mention this earlier Rushing affair, there",0.95484955701977,1276
1277,Someone mentioned editing. This, is obviously a test. I have not seen anything in which they cut down more, film seems to depend on seeing the aging of the plot lines by showing actors doing,3.5165343433600006e-05,1277
1278,"Oh, my gosh...",<|endoftext|>,you really meant kiddie). With a bunch of gooey ol',0.0048342497320846,1278
1279,"Ouch, what a painfully", worn-out script.<|endoftext|>, low-rent.<br /><br />I put Time Warner Cable ads on,3.6364072002499984e-05,1279
1280,I bought this (it was only, 2 cents from DVD box-of-worlds-usa.)--the every, 7 years old) late at Wendy's. When it came time to rent it,0.9954410537611694,1280
1281,"Let's see,", Damian Lewis is great as the executed Kristin Scott. Many have said that she," seeing by now that the movie was been in theaters for almost twenty years, Gilbert",0.9905232302844524,1281
1282,This film about, a family life and a neighbor shy man are really unusual and somewhat disappointing. The," sports in a nutshell is for the sensitivities, not for the entertainment value but",0.9853253099136057,1282
1283,You know you're in trouble," starting day one, doesn't it? Well you know what, this may be",". What you should do now...is watch ""Coastal Coffe""",0.0003934829728678001,1283
1284,"""The Brain","father - Original Lot 64"" contained some mind boggling stupidity, character development", is anything but smart and he's probably a bad actor moving at a snail's,0.9894934031763115,1284
1285,I thought watching employment videos on corporate, TV would be a waste of time! Do not bother reading the biography of available, boards this fall was another thing. There's still nobody on that board. The,2.944027073700003e-06,1285
1286,"""Grey Matter"" AK",A The Clarion Players and Pretty Faces and assorted compositions that have development added to,"A ""Rushmore"", and it's the screenwriting credit. These guys were",0.0160920980852097,1286
1287,Before this made for TV," film, this one just looks like the exact couch noir you've been hoping"," program disappoint, and of course there were not many viewers so why is this a",0.0040014868718571996,1287
1288,I'm a big fan," of Fry, though, and I think Laurence Fishburne manages to be"," of Rainer Werner's films, it's OK if you like him and think",2.008676528919562e-05,1288
1289,I was very," disappointed), what I hope to find in a group DVD release Playlist is that", disappointed one way or the other). It got worse as it progressed. After completing,1.540477387599996e-05,1289
1290,Went," up with Dave as well. He made good Stoch Knight, DEVIL"," too low on travel and took smoke and LSD, just as he drove, to",0.9961968450807035,1290
1291,It's, part of the really special part though! Whether they artist pieced together a great," funny, though, that about two hundred years ago, King Beatrix Nicholson came",0.009501993656158558,1291
1292,I rated this a 3. The," parts I chose to watch were fairly standard, the dynamics were very real, and", film lacks any complex moral or moral or sexual concepts and is plot. It's,0.021766452700831,1292
1293,"""Hak","um"" (Hamlet/Evans) there's a single naive (O","ukutsu""(Siowang: Kiuyou)etc). I had",0.7664699405431747,1293
1294,"Jet Li, is"," a literally homeless guy, and alongside his friends throws away 50 bats at life.", an Airplane pilot who works for a trade magazine and sparks a bad career as,0.0036364708794281,1294
1295,"Lame, cliched superhero",", gay love interest Jamie Carraway is fantastic as full Jenny, true to"," flick. With the help of a caper, we get ourselves onto a Seg",0.9982288847095335,1295
1296,The movie was awful. The theater, had not been used that well for years. And every filmmaker that should have worked, fireplaces were horrible. One scene in particular involved an almost-dead front-,5.94882294000041e-08,1296
1297,Mild SPOIL,ER AHEAD.<br /><br />And isn't everything about this movie,"ERSpecial Features Webby Smith As Gnats"" (level 1 publicity stunt)",0.9699653852730991,1297
1298,This was the worst, movie I could ever see for fifteen minutes. The humorous hour of the film doesn, show I've seen in awhile. The acting was so bad here they couldn't,3.370165359200064e-06,1298
1299,Monika Mitchell's, Own) is the sadistic depiction of a lonely human being unleashed into large-, complaints are based on the idea that it should involve vegetarians rather than weed smokers,0.9142992496490481,1299
1300,It's like a bad 80,"s making of the younger generation"". Are we looking at this out of the frustration",s retelling of the orgy of making bad movies.<br /><br,0.0006324787973426,1300
1301,The volleyball genre is strangely," divided into two major genres, grasshoppers and schlambe, which are"," stuck in the non-portrayal period. Yet, Kazuo no Sh",0.49502435326576244,1301
1302,Of all movies (,"I have seen 'Death Note' once) today, this has what you would",including a few documentaries) that have been an interesting factor in subtitle weekly pub,0.0024116039276124157,1302
1303,This movie will confuse," the hell out of me, but it is one of the funniest films I", you into thinking that the first half of the story is normal and even if anything,0.9967587962746621,1303
1304,"Man, this"," is one of my favorite teen comedies, and it somewhat parallels the hilarious comedy", film is about the hero and the strict rules that are followed by other characters.,0.003220498561859131,1304
1305,This was one," huge, explosive hit and that was truly large! Cause no'mystic'", of Chuck Norris slugs. Veggies=Well -- what I'll say is,0.9970568582066335,1305
1306,Saw this, show however).<br /><br />I lived with this in the 60, movie is inclined to go to rivers. This movie has been produced only via youtube,0.9822406652383507,1306
1307,I can't figure out how, they're comparing the events of the Sleeping Beauty story to people still dying or going," it made sense. It seems like Sci Fi of the 40s, with outright",4.148425068709993e-05,1307
1308,**** WARNING,": IF you truly think this movie cannot be linked to that infamous ""What Asian",! The new Spoilers - if you read the backstory at all - will,0.001264622551389,1308
1309,Amy Hecker,FoxBlade<|endoftext|>,/Getty Images) (1917) A young sheriff who siding with a,0.002492547035217285,1309
1310,A one is the highest rating I,'ve ever seen on IMDb; even higher than using the SPEECH rating, can remember of this movie. If I'm paying 0 and then seeing this movie,0.9953525254968554,1310
1311,"Just as ""ITS"," NOT BLACK BEAUTIES"" was a smash hit with many fans and cult Gen"," Western"", the police department of orgalopolis has been turning poor short-lived",0.9973108445992696,1311
1312,** CONTAINS SPOIL,ERS HIGHLY SPOILED.<br /><br />START POINT,ERS AFTERWELL BREAKING BOOKS (i.e. simple facts that,0.0007511964067817001,1312
1313,The concept of the legal gray," area in self-defense was first introduced during the war, and many legal disputes", zone has made many movies whole. Case No. 31 plays out like one.<,0.9797318615019323,1313
1314,"the more i think about it,", its called Pabst Page until the day it's over. If you really," why in Missouri hire Karime for a music gig, there's nothing so good",0.9692022807430476,1314
1315,"This movie starts slow, then"," start doing things too rapidly. The acting is fast, interrupting slowly, logic", drags on by sequence.<br /><br />There are almost no intentionally,9.131338447339993e-05,1315
1316,Maggie Smith and Peter," Ustinov definitely seems to have them. For one thing, the tone"," Wyman in a supporting role, friendly and noble, as the misfit O",0.001101374626159668,1316
1317,I was, very worried from the start about the heinous crime to what actually happened to the innocent, so happy that this movie didn't end up in my tape collection. Henry McDonald,0.007242226216476499,1317
1318,A reasonable effort is summary for," readers.<br /><br />Thorough, detail oriented for a sensitive", identifying the parts fell in their path is slain. This is somewhat misleading in light,0.9949493980966508,1318
1319,A good cast is app,allingly crowded and it is on by now ;done!<|endoftext|>,"allingly silly, as evil lotuses, giant bat-like bat-like",0.9960467328201047,1319
1320,The words," 'cause you may find it offensive as well. In my opinion, there is"," 'beautiful' that this writer so perfectly belts up, are ridiculous. The",0.0019132036250084999,1320
1321,*may contain a spoiler," ""THE DEAD CALL DESTINY"" by rookjensen is actually a"," after it comes to view, but first check out the edited transcript on IMDb",0.9904315569438041,1321
1322,I firstly and, most importantly for those who are reading this I will make a comment about some of, verily keep a small record of this in my (very small budget handed thus,0.0074787139892580345,1322
1323,I saw," this movie several times. I actually still remember the plot of this movie, but"," most as go into the ""dark dream"", while most were actually wallwalkin",0.9971708381781355,1323
1324,I saw his film at," the New Amsterdam Film Festival (an ""events"" in Amsterdam) know most newcomers"," such a young age, and I couldn't believe I had seen that he was",0.002630650997161754,1324
1325,What Is It?, - The way he does things to get to where he wants to go or meaning," It's very tough to make a good horror movie. However, I think it",0.010873734951019176,1325
1326,Eytan Fox, coming out of the woods in New York and trying to hide from sharks is wonderful," should score much better work here (the two villains are equally real, but this",0.9981103228637949,1326
1327,"""The Bubble""", is all else and juvenile delinquents. After seeing this movie I can't sleep, was a long time coming for the Death Eater mercenary genre and the films many people,0.978106294758618,1327
1328,This film essentially deals with Inspector Gadget," himself as the tough shady one dressed as Funeral for the 40,000.",", a supposed scandal. Unfortunately, Inspector Gadget is pieced together by Detective Alexander",0.0010237318347207998,1328
1329,I got this DVD,! One night I stumbled across the whacky little abandoned house in the background!, in the mail. My wife put it on! I hate to be closed to,0.0005611777305601917,1329
1330,this animated Inspector Gadget movie,")also has fun with the evillisters, they even have a soundtrack which",", which in my opinion is the last American movie ever made about the Manch",0.001565992832183949,1330
1331,Inspector Gadget was probably my, favorite part of the film. His first impact is by playing a Biehl simply, a pleasure to see whats going on.<br /><br />That's why,0.00047343969345103876,1331
1332,"Dear Friends and Family,<br", /><br />The Brown Brothers did a nice job as they gave me a, /><br />Ginger Evans' memoir or perhaps her memoir or the bel,0.005818188190460205,1332
1333,To be clear from the get go, 4 out of 10 movies is a movie that should be rated PG. This is,", the episodes are fairly tame. There are several areas where are bugged done",0.9953362971427849,1333
1334,Any film,", but they can do it, so you should read EFG! their story", offscreen for all time. Quite possibly the best slapping action film. If not,0.0008275508880614124,1334
1335,We bought this film from a," friend in the UK, she havn't seen something like this, <", British site and in my opinion it will be a huge disappointment. Unfortunately the name,0.9972482628072613,1335
1336,This film is the," product of Kenneth Branagh, who at some aspect -ginned the direction but"," most exploitative gorefest film I've ever seen, but the gore was so",0.9840655621374027,1336
1337,Following the success," of his first movie Mr. and Mrs. Silver, with the stage beighton"," of Fire at the Gates in 1974, Creammayr (Nicholas Austin)",0.0019532442092894398,1337
1338,96 minutes of this is cruel,", short and disgraceful, maybe the most horrible film I have ever saw and", as hell. The Bing? What are you teasing? And did they get a,1.1436641216299977e-05,1338
1339,"A sad, sad", decent movie.<|endoftext|>, story kind of ending. It's what happens when so much as a split second,0.0036331911105662003,1339
1340,i saw switching goals.., a teen child straddled by a shady English mother getting what many thought it, The endless gunfire playing out behind the mirror.. The warped falcariums..,0.9871314615011215,1340
1341,"Yes, you guessed"," what, Cage. Hopefully he'll direct more. It's not just him.", it. A botnet and 2 completely zombie dogs. Also a bunch of incest,0.9961972649907694,1341
1342,This movie was definitely not, resounding at the box office. It's understandable that it was very dark and," the best of the bunch. One day his girlfriend has a about, breasts,",3.441236913200008e-05,1342
1343,This movie was awesome, (and underwriter).<br /><br />Film Viewers Love:, to watch. You could do alot more if you paid attention.<br /><,0.0003998279571532093,1343
1344,So I finally saw the film, on television. I was first told that there is no film around this time and,". There was mention), but it itself gets no An Quando. Simply put",0.9921698921825738,1344
1345,I was utterly disappointed by," Ventrilo Ping's cast. Bud Cavazos, Team Boy, Fred", the opening sequence of this movie.<br /><br />Victor Montenegro,3.1566480174600076e-05,1345
1346,The novelty of hearing clean-,cut computer players manipulating beef jerky and comparing them has made liaison with the principals,"shaven men telling dirty jokes is a great example of this, especially when the",0.0003423690795896217,1346
1347,Collusion Course is even worse,.<|endoftext|>, than this.<br /><br /><|endoftext|>,1.7538550309900073e-05,1347
1348,There is a reason why Jay Len,"o touches both Matt and Matt's young feminine side. In my mind, Len","o spent so much time showing this talent, so many times that it turned my",0.001427769660949818,1348
1349,This movie is," one of the most true American films I saw at the time, and was interrupted", actually way better than Airplane 3 and Caddyshack and so will be,0.00039398670196533203,1349
1350,This is a really," great film, with some very good lines,, old stereotypical situations,, low budget animation"," interesting, terribly ambitious film. Beyond its 1 minute continuous (check out ""Example",0.9983253491227515,1350
1351,This dreadful," story altogether stands as a masterpiece, and the amount of detail and entertainment required to"," insult made to education reform, ""Dead Set"" is clearly very embarrassing to the",0.9979319102712907,1351
1352,Mindless drib,"bling demons."" (However, IMDb points out the ""vampire punch beats","ble. We get shots to the tcl, setfire and another shot to",0.0012934825499542001,1352
1353,Richard D,orn that provides insight into the human personality of Meryl Streep's character.,reyfuss. But don't expect a lot from the film. Lou's,0.9981747193960473,1353
1354,"""The"," monologues are eerily lost in practice, and so are the grav", plot itself hints at a major reason why but stay away if you are thinking too,3.969529643659995e-05,1354
1355,it was and," still is worth seeing, especially if you enjoy films like Cruise Force,Lost Horizon"," may have been, 'The Curse' introduces Apna to the mystery ending that",0.0008475184440611683,1355
1356,"....because if I was,"," I'd be very upset."" There's a lot of other factors here,"," I'd vote it off. Once again, there you have people being sued and",0.0194814104470425,1356
1357,Richard Drey,"fus' character's father is John Dreyfus, the son who",fus is only attracted by this severed head of Anne Frank's partially visible eye,0.961510955123231,1357
1358,This movie was exactly what, the really bad thing was left of it. I can't trash this movie at, a young Silent Moon scribe would've sat back and smoked (which is authenticity,0.9784973291680217,1358
1359,Probably somebody heard, this and thought it associated with 'the decline of rock and roll'). Uwe," what real 9/11 text attributed to an Israeli pilot."" What the hell went",0.006893094163388101,1359
1360,A sentimental, outlook.<br /><br />The acting was truly nothing like US work., one and end up being a deliverer of the worst Welsh Oscar of giving,0.0021394368959591,1360
1361,When the folks at K,ORA Galaxy came along so quickly this was a great film. SKILL team,"elt have seen this movie in theaters, I can tell you what I'm going",0.9804774187505246,1361
1362,Stan Laurel and, Henry Melville) use their increased clarity to conjure up a caricature that suitable, Albert's admiration of the reality of these characters seems to be predicated on this,1.7821788787730775e-05,1362
1363,Oliver Hardy aw,"akens to find himself a map to the planet Owaru. While Luke,",akens to find that he's been murdered but is shocked to find that he was,0.0015488862991334118,1363
1364,This is the worst piece," of film ever made on a PC monitor. OK, OK, WELL,", of crap I'd ever heard of that made me banish from my apartment.,9.367475286100008e-06,1364
1365,Don't bother trying to watch this," about one or two individuals at a time, just buy it and don't remember"," film anymore because Pregnant, The Rest Is Waiting seemed like a movie that",1.7198035492999768e-06,1365
1366,Tom is listening to one of, the other camp folk from the trailer. Sounds like the scene with Porriot., her friends talk about her relationship with her dead boyfriend Kevin (and she Susanne,0.018812290392815997,1366
1367,Jerry spies Tom," Robinson's bumbling partner Tete, she is offered a job in the military", keep his wife and pretenses in the office would be like Santa that young!,0.9826071481220426,1367
1368,The plot is straightforward an," affliction of Hitler. In Hungary, see ""Dark Intuition"".<", excuse to throw in an insufferable girl looking for some sort of preferable light,0.0049787937896326,1368
1369,This movie was, wildly overdone. But Beiber has his baby son delivered. The baby has, so bad it shocked me. I hate injections. I find there are heroin addicts,0.0015854059020058001,1369
1370,The thing that, hooked me was the way in which they both let the crowd down. At times, I felt was missing was anything Simone Bach's acting performances were able to add to,0.0028738582041115,1370
1371,This was really a, huge slap in the face by Disney. They owe this movie a big apology.," terrible movie. Eleanor Dixon, for one extremely well-acted role, was very",0.001936378015671,1371
1372,(aka: DEMONS III,) is not a horror movie that is any sort of mindless action-thr,", Harry Potter, ""Beverly Hills Lights of Nary ANCIENT",0.9541284702718259,1372
1373,"""Demons III:"," The Fever Attacked Vietnam Considered the Sputum of the Electronic Age""", the Importance of My Religion misses dark but emphasizing white-bread and social etiquette,0.008314928039908402,1373
1374,Very low-budget police procedural film,", and though the script and complicated atmosphere allow it a quasi-realistic feel"," they made, unwatchable. Coming last on the ""Eye of the World",0.0011146683245897003,1374
1375,Edward Montagne's Tattooed," Man. In contrast, Xavier Diggs fits nicely in elevated roles where he connects"," Blade, the original James Eyre also carries good talents with this film. In",0.000310659408569558,1375
1376,This movie is, fun to watch and it has K-drama. There are some cheesy scenes, transvestite retellings of actual trials and tribulations faced by Native Americans,0.9983089976594782,1376
1377,I recently saw this at the 2009," Synapse Horror Film festival, who were asking the viewers to rate every scene.", Alamo Film Festival where I was expected to vote my favourite image of Star Wars,0.9914800941478462,1377
1378,This film should have never been," made as well as it ended up being."" ""The actress who plays Dick Tracy", released.<|endoftext|>,0.9948552690329963,1378
1379,This production has absolutely no," visual impact - every sprint, heel drive, etc, is either perfect and spot"," social value. It's the court of justice, and society teaches us to refuse",8.49837670100005e-06,1379
1380,Sogo Ishii can be a, wicked balanced soul. So I haven't seen whether of the following themes distinguish them, buzzkill on any given day. He is presented more minutes than his usual norm,0.9952173522324302,1380
1381,I basically picked up, the call when the script came in and realised it was better than I expected it," the book from Amazon, on DVD. The photos from the shelf, i took",0.9937782515771686,1381
1382,**SP,"LENTY, SPOILERS AHEAD...] and you realise quite quickly",OILERS AROUND STORY DIRECTED BY DARK HORSE'S PIECE,0.9882945111021402,1382
1383,this is, a sleeper)... out of touch with the First Nation of the Hudson; and let," not the film you ought to bother with), Young Men is the eponymous band",0.9866022543283182,1383
1384,The central," man for the film, Harriet, is a pretty attractive lady with good psychotic tendencies", character is an innocent stargazer who follows a mujahideen terrorist wh,0.0025887489318847656,1384
1385,I am probably," the best TV major of my generation, so it therefore follows but its way too"," way too older though, so my plot line is either euthanasia or conditioning.",0.9937060430529528,1385
1386,Okay.. this wasn't the, worst bowl of chick meat ever. It was ham... how to say bad manner, reaction I thought it would have. This has to be one of the worse films,3.6253244616100033e-05,1386
1387,I am sad, for the folks who went on this expedition looking for the answer. It's another," to say that this film is so useless. It features dull, bestial verses",0.00016924651572479995,1387
1388,This movie was two and," half hours longer than A Crowd of Ghosts. Very disappointing film, but definitely worth", a half hours long. I thought it was boring. The chiller was already,0.0017733259010129,1388
1389,This was a new all,"-round great film, and they had talent at helping make it great. Tim",-the-nowhere second cast fantasy studio with scripts by Roy Dean Williams and,0.9807985872030258,1389
1390,Long on action and," a bit bonkers, I won't go into what happened with the death scene"," ""Mad Max: Fury Road"" disgustingly outstandingly forgettable. When",0.9969163136556747,1390
1391,I wish more movies were two hours, and a half shorter!<|endoftext|>," long since, but the way actress Sandra Bullock ends up in every scene is",0.0025265397271142,1391
1392,How does a Scotsman in, a family of independent gentlemen value the loyalty of his wife and children? For John," a big non-English city know to get places he likes, wherever he is",0.9859777148813009,1392
1393,"Born,"," he was preoccupied with quality houses, dancing on their lawns, and making", hooker biz (ted by American Sam Roberts) and professional detective William Mole,0.007979094982147217,1393
1394,This movie was a long build-,up of the really deep fault tangents that run through the story. John Cass,up of all of this. Some time after it opens Perry finds himself in a,0.0005183673929423003,1394
1395,I have to say the," cast was gorgeous, the music was pretty decent, the acting was fun, even", scene is great. I was looking forward to this movie for the duration of its,0.0001355409622193493,1395
1396,Here is one of those movies," that can shock you. It might be comical at times, but a lot"," that specialés should never see again, but have first thought at least I can",0.9982440683525055,1396
1397,Spoiler alert ," great movies, Gus Van Sant has acted the best.<|endoftext|>"," Italian priest João Rojas is charged with trafficking torture, a series of tort",0.9945389502681792,1397
1398,When I'd, seen this I couldn't help but feel that the arrival of Morgana had been," judge them 'out loud' for that character, I can't think of exactly",0.9941692855209113,1398
1399,I don't think you can, make us think otherwise.<|endoftext|>," keep all these things in your head for even a minute, until the end credits",0.9794288752018475,1399
1400,From the," final story, Connery's character has been sort of in the family for a"," typical ""Father of 1980"" transit stories, that besides Walter Kerr and James Jean",0.006970942020416149,1400
1401,I won't spend a," good deal of time here, because I've just recently been fascinated in something that", lot of time talking about the nepersonality of this movie' because I don,0.0021617463207803,1401
1402,Although properly warned," - and continuity - for two years, this shows you break free from its full",", you will not be picking this movie at first, providing it gives you Levy",0.9968546305899507,1402
1403,This film," is one of the most Woody Allen films ever made, and Ed Gibbin is"," had a lot of tension, although it used to merge in films later - that",0.0025408267974852405,1403
1404,I wished I'd taped MEN IN, BROTHERSPEAKERS in the morning but that I could sleep till twelve," THE DRESS, but I was either too lazy with editing or too weak to",0.0033057113178074004,1404
1405,If you see this turkey listed in," later reviews, note that she plays the part perfectly. I may think people will"," both direct and on TV it is going straight for you, because if you see",0.9980623462470247,1405
1406,"Well, not yet, at", least the look on Cassavetes' face.<br /><br />Second, least from the information herein but that is just my opinion.) -5/10,0.0030104116303845997,1406
1407,"If you really, truly"," like this kind of cinema and who made it, you would well want to see"," want to see this in terms of theater, turn out in a movie theater...",0.9776754956692457,1407
1408,I may, have noted that last week's film seems to have been nominated for Best Picture at," not have declared anything, I still would be some kind of person..."" This is",0.9954910380765796,1408
1409,I watched this on a," carnival before, and it's actually quite fun and actually kinda that infective", friend's friend's Notebook and asked her what happened after they confiscated all her,0.9898908361792566,1409
1410,Words fail me. This, movie is far worse. It's Worth 8 out of 10. A babe should, youngsters are pathetic. Next to the grotesque pompous adult film makers in theatres,0.0006231249426492,1410
1411,This 'Movie' has to be, one of the best of these films & should be seen as a classic! As, excellent to say the least. It's pretty well naive considering the subject matter,0.9982974634622224,1411
1412,You should know that, turkey with nuts was filmed in the spring or summer and usually featured as a holiday," there were no subtitles in this film, unlike in `Park Slope.' always",0.9920043512247504,1412
1413,<br /,><br />Overall Score: 8/10<|endoftext|>,><br />There were explicit bedroom scenes. Some did seem significant. As the,0.988111418671906,1413
1414,Why did, this movie end a year later? Was Jared doing it more? Is it okay," Michelle thought this film looked a ""compelling one"", that was actually very odd",0.0003343629068694999,1414
1415,I only lasted," awhile and didn't watch it over it, been lost in words). I did", the last 30 minutes of the movie! But I found half as much fun if,0.00045661441981800007,1415
1416,it got switched off, when he began going insane.<|endoftext|>, for kicks by New Orleans Saints fan Brent. You could see how much he worship,7.527216803290002e-05,1416
1417,In the, early 1990's he started taping his recordings of the films he was directing scr," beginning, a thug decides to defend his grease-stained shirt by setting it on",0.9873802773654461,1417
1418,Although THE FLOCK has some," of the more well known puppetry in it, the hook on part of one"," vague plot, it certainly did begin with an ""ass-goes-down",0.0019592877943069,1418
1419,"I watched the movie ""","Breakside"" for 11 days and I have to say that the clues are perfectly","see a boy scout"". He reminded me what I thought about Capt. Lewis in",0.0018236041069031872,1419
1420,I just saw this, movie and the one after. When we first finished watching it I laughed out loud, movie. is a complete waste of time and NOT worth renting<|endoftext|>,0.998354946146719,1420
1421,The Flock is, the perfect portales to the very ideal world of Karsgaard.<br /, a couple men getting off the road on horseback and a gently rocking Confederate carriage,0.00034499168395996094,1421
1422,A bad rip-off attempt," to Band-aid the staples of the original (the dragon monster), Dinosaur Jr",". The whole movie is an insult to every country they're in, or what",8.466828148800021e-06,1422
1423,first this deserves, to become a Twilight Zone classic.<br /><br />As a fantasy film, to be described just one more uglier way to ignore two other one-,0.9981337154167705,1423
1424,The reasons to watch this knock,-off is this: <br /><br />1. It's 9,off Noyce or if you want to see the finished product de-j,0.0227629942819476,1424
1425,I really have," no choice but to explain the role, lesbian behavior and completely different world of a", to love Simeon Imuvianana in this movie is a Christian.,0.0009875893592836693,1425
1426,I saw this film," two weeks ago and paid £8,000 to see it, but since then", slow-paced. I don't think movies aren't slower to begin with.,0.0010865667136385998,1426
1427,Although Twenty Minutes of," Night is very forgiving, Grammarly doesn't sound as much like a child"," Rain transfers to the screen here is actually pretty bad, the acting is pretty solid",0.004885088186711,1427
1428,"In 1914,", Turkey was at war with Washington. Watch the apocalyptic battle film Sledge supported by," Machu Picchu was the largest city, and only another top-soil",3.4213066100963196e-05,1428
1429,A quite," sweet presentation on special effects, good acting and excellent direction; good cinematography goes"," appropriate choice, especially because Savini is inexperienced with suspense. Watch for the effective",0.9910731944255532,1429
1430,I am a big fan, of the novel and Anderson is in superb Shirley von Poitier. Adams watches," of Knyosinski."" The first scene with Schultz has an clearly phony CIA",0.996637061238289,1430
1431,that's incredible! Fidani, has always puzzled me about the idea of redemption. He talks all the way through," ably assisted by obedient Voight, who turns out to be a support player",0.00028681755065906867,1431
1432,The Ball,"""? Back in 2004 when I was turning in basketballs in school I remember seeing", - Monty Python's Dracula Dracula Peter Holmes that blaze when being kicked by the,0.1728274980559946,1432
1433,"Oh,", I almost want to cry because of this concept as a whole! I have to, I could go on and on for hours because I don't know how to expand,0.006466017337516,1433
1434,Tourists head, to Paril Island with his family and accompanied by neighbor Raut tugging at," for the beach and watch the political sentiments, political party organizations, people with acne",1.8417835235595703e-05,1434
1435,Justifications,...<br /><br />Reviews mention the addition of an never ending," for this moonglider may include incest, intellectual passions, bad taste,",0.0374347190372646,1435
1436,Understand i'm reviewing the film, as i'm trying to make a point which are also true small-screen films," from its turning into a multi-million dollar film, and that generation have not",0.9895227452507245,1436
1437,Evil Breed is a," very interesting work, it plays out in its own way rather than trying to be", great escape drama for the 1980s.<|endoftext|>,0.00018256902694679944,1437
1438,I have," seen nothing like this film, there are no funny killings... only the background action"," a great problem with Disney films--with how they handle the characters. Sure,",5.51366247240003e-06,1438
1439,"Yes, definitely better than my", usual Monster). I got involved in it because it turned out to be the sl, crappy token game the sh*t about it being a hate crime... Was still,0.0016608834266660377,1439
1440,I really, enjoyed the story and the warp drive. The names are very realistic. The story, like how Ted really convinced himself he had not had the same sex drive as Adam,0.0006421804428099476,1440
1441,Rented," by the children, Satyendar Connors, and who isn't too good"," either, I am a NESSIAN, how come there have been so many",0.9825045499019325,1441
1442,Karen(Bobbie Phillips,) and Christy(Nicole Gerard) are couple friendly and very happy together.,"), transformed from having a very shallow background and a brain in her rapidly growing love",0.00016134977340676038,1442
1443,First of," all, some gritty treatment adds a high feel to the movie (I really enjoyed"," all, this would not necessarily make for a great movie.However, it would",0.9967455277219414,1443
1444,"This started bad, got worse",", got worse.<br /><br />You have to watch it to truly",; worse continue. My ear hurt.<br /><br />And the actors,0.0005684345960617001,1444
1445,I had to register for, this because I lived in a homeless shelter where a lot of people turned out to, films he was made on then get back to production and draw a conclusion. Several,0.9912198651582003,1445
1446,Thanks to," louping in a plush orchard with their only enemies on a clear day,"," Timothy Zaleski, see Ohio's Top 10 Directors in the Movie History Series",0.0009072422981264427,1446
1447,Four porn stars romp," around Nashville, renting hilariously bad movies to gang up on everyone. I absolutely", through your 11 minute recreation - and this only ever counts for one. I checked,0.009142288647126401,1447
1448,"For your own good, it",'s a treasure!.<|endoftext|>, may be worth rewatching the trailer.<|endoftext|>,0.010074973106384388,1448
1449,please don't," have men in cackles. And then there's Miss Annie, who is"," waste your time, but Film Network should improve and improve Lowlife.<|endoftext|>",0.0030184992356226004,1449
1450,I only gave this ridiculously titled," movie 5 stars, to read all the comments here on IMDb. They hated", film a 3 because I saw it recently 15 times. Trying to fit it into,0.0005413393955678,1450
1451,MAKE A 0 YOU S,"END A 1 THOUGH. Gosh, I pity it.<br /><",UCK ONE I got a mango kiss series star VALIANT <br /><,0.0006750517059118002,1451
1452,Did they, think that the love affair with George Jackson was actually bad? Maybe George always ended, analyse the script directing depth so seriously when they read every single line of it?,0.0025612704921514,1452
1453,He pulled the guys,", went into each bathroom, faced the door, walked out of the room,"," from the room!"" He sneered at Smith and warned him of the serious consequences",0.9955240304698236,1453
1454,it was the worst," production ever produced, voice-over editing if using software that is ""unrel", film by a Jewish Jewish film maker of the period.<br /><br />,4.857138264900002e-06,1454
1455,this film has its," place as, even though it is a poor loser, it is still brilliant!."," parts like a running gag at a party, with the subject of a stuntman",0.0006009571952745,1455
1456,I have, one other catch: When I am alone during this badness I typically stay far, a feeling that they didn't add anything to it but my <br /><,0.00015401968266810003,1456
1457,This rather formulaic swords and, sorcery). The show tries to find a nostalgic feeling for a film made 15 years, sorcery fails when it says only when you die! In such a hard-core,0.0010296382824891,1457
1458,Most of the episodes on Season," 1 were in Cut back after Punisher contacted them, and they were restored when", 4 are lame and dull. If you want some explanation for why they did not,0.9950493046198974,1458
1459,**SP,OILER<br /><br />IS IT A DIFFERENT FIL,OILERS ALERT: if you haven't seen the original film for some reason,0.0031059104949235986,1459
1460,A them,atic and entertaining acting champion.<br /><br />The entire movie was top,"atic development of the central theme, the complex interplay between religion and sex that",9.298324584960938e-06,1460
1461,I am completely," freaking out. There is a music video special called ""Trocpert"""," moronic,, which it was not i be defining me (despite all my agenda",0.0013293385272845001,1461
1462,This kind of, exact racism or even dumber chauvinism... I'm sure Strange would mind, mental some 55 minus. crap as you might be able to judge me if I,0.0058455168036744,1462
