,prompt,chosen,rejected,diff,source_index
653,I am a big fan, of Kurt Russell. This film could have gone both ways. The climax of the," of Leah Remini, and always boycotted all the boring sci-fi",0.9920382034033537,108
654,This is an art film that, I really like. It also scratches a nerve with certain parts of the other films, spends quite a lot of time talking about the various aspects of life. Some of,0.0001264810562133789,109
655,This is an art film that, I really like. It also scratches a nerve with certain parts of the other films, mesmerizes and entertains. American run Dictionaries are fair use since this,0.00014978647232044562,109
656,This is an art film that, I really like. It also scratches a nerve with certain parts of the other films, deals with the personal struggle of trying to make it.<|endoftext|>,5.710124969482422e-05,109
657,This is an art film that, spends quite a lot of time talking about the various aspects of life. Some of, mesmerizes and entertains. American run Dictionaries are fair use since this,2.3305416107066712e-05,109
658,This is an art film that, deals with the personal struggle of trying to make it.<|endoftext|>, spends quite a lot of time talking about the various aspects of life. Some of,6.937980651855469e-05,109
659,This is an art film that, deals with the personal struggle of trying to make it.<|endoftext|>, mesmerizes and entertains. American run Dictionaries are fair use since this,9.26852226256214e-05,109
660,Nine minutes of," loving play live on thanks to a pretty low-rent theater, they're at"," viewing on a laptop.<br /><br />Danny: I was like,",0.9932147269137204,110
661,Nine minutes of," loving play live on thanks to a pretty low-rent theater, they're at", The Wind Waker per Two. On the positive side: really good sci-,0.9941346315317788,110
662,Nine minutes of," loving play live on thanks to a pretty low-rent theater, they're at", his crap takes us through his horrid Joba documentary in which he ough,0.9942458854638972,110
663,Nine minutes of," viewing on a laptop.<br /><br />Danny: I was like,", The Wind Waker per Two. On the positive side: really good sci-,0.0009199046180584,110
664,Nine minutes of," viewing on a laptop.<br /><br />Danny: I was like,", his crap takes us through his horrid Joba documentary in which he ough,0.0010311585501767999,110
665,Nine minutes of, The Wind Waker per Two. On the positive side: really good sci-, his crap takes us through his horrid Joba documentary in which he ough,0.0001112539321184,110
666,There are lots of, fans who have seen the movies already. You need to find these ones before you, other characters that could get chills out of watching this movie.<br /><,0.9938926007598639,111
667,There are lots of, fans who have seen the movies already. You need to find these ones before you, Farvars who have kept their identities secret and who are angry about this situation,0.9935907574836165,111
668,There are lots of," other clever things there including Sofia, Liuang and Denzel Washington´s", fans who have seen the movies already. You need to find these ones before you,0.0021189451217650257,111
669,There are lots of, Farvars who have kept their identities secret and who are angry about this situation, other characters that could get chills out of watching this movie.<br /><,0.0003018432762474004,111
670,There are lots of," other clever things there including Sofia, Liuang and Denzel Washington´s", other characters that could get chills out of watching this movie.<br /><,0.9960115458816289,111
671,There are lots of," other clever things there including Sofia, Liuang and Denzel Washington´s", Farvars who have kept their identities secret and who are angry about this situation,0.9957097026053815,111
672,This is it. This, is the genius of the Academy Award winning year of 2008. From the opening credits, movie sucks. This is a movie by Kevin Spacey's son. SEND,0.9977853234158829,112
673,This is it. This, movie is in the lower half of what I think I have been used to., movie sucks. This is a movie by Kevin Spacey's son. SEND,2.4141452740899984e-05,112
674,This is it. This, is just childish. It's never touchingly light-hearted. Obscene., movie sucks. This is a movie by Kevin Spacey's son. SEND,4.299799911000211e-07,112
675,This is it. This, is the genius of the Academy Award winning year of 2008. From the opening credits, movie is in the lower half of what I think I have been used to.,0.997761181963142,112
676,This is it. This, is the genius of the Academy Award winning year of 2008. From the opening credits, is just childish. It's never touchingly light-hearted. Obscene.,0.9977848934358918,112
677,This is it. This, movie is in the lower half of what I think I have been used to., is just childish. It's never touchingly light-hearted. Obscene.,2.3711472749799963e-05,112
678,There are times when, Paupot and Zennen were on a collision course -- Dooley to Dav," Willis is as stretched out as he is, because he is being mercur",0.0005527990870177,113
679,There are times when," I really enjoy something. Ice Blue joins a team ""just in case.""<|endoftext|>"," Willis is as stretched out as he is, because he is being mercur",0.9947575717233121,113
680,There are times when, you are ashamed to be HIV positive for some reason and succeed. Ang. Many," Willis is as stretched out as he is, because he is being mercur",0.9947795062325896,113
681,There are times when," I really enjoy something. Ice Blue joins a team ""just in case.""<|endoftext|>", Paupot and Zennen were on a collision course -- Dooley to Dav,0.9942047726362945,113
682,There are times when, you are ashamed to be HIV positive for some reason and succeed. Ang. Many, Paupot and Zennen were on a collision course -- Dooley to Dav,0.9942267071455719,113
683,There are times when, you are ashamed to be HIV positive for some reason and succeed. Ang. Many," I really enjoy something. Ice Blue joins a team ""just in case.""<|endoftext|>",2.1934509277454772e-05,113
684,"Weak plot, predictable violence",", unwatched dialogue, wiccan character design... etc.. and entries in",", and amateurish acting. This quiet action flick could've been a great a",1.130090095109997e-05,114
685,"Weak plot, predictable violence"," and quick, but engrossing chase sequences that make Sense Agent TV look anything",", unwatched dialogue, wiccan character design... etc.. and entries in",0.9944014197681098,114
686,"Weak plot, predictable violence"," with clever use of grammar by characters such as ""Vida3036"" and",", unwatched dialogue, wiccan character design... etc.. and entries in",0.0007843076018616,114
687,"Weak plot, predictable violence"," and quick, but engrossing chase sequences that make Sense Agent TV look anything",", and amateurish acting. This quiet action flick could've been a great a",0.994412720669061,114
688,"Weak plot, predictable violence"," with clever use of grammar by characters such as ""Vida3036"" and",", and amateurish acting. This quiet action flick could've been a great a",0.0007956085028127,114
689,"Weak plot, predictable violence"," and quick, but engrossing chase sequences that make Sense Agent TV look anything"," with clever use of grammar by characters such as ""Vida3036"" and",0.9936171121662483,114
690,All I could think of while," still approaching this film were a couple of ideas, 'Camouflage' is", watching it of other VHS tapes I have low memory and non consultation memories.<,0.0039945532917045,115
691,All I could think of while," still approaching this film were a couple of ideas, 'Camouflage' is"," reading was the ""wizards"" monsters and every time the exiles spoke without",0.0040103420033118994,115
692,All I could think of while, this wandered were some strong films worth watching.A growing trend of couples who guarantee," still approaching this film were a couple of ideas, 'Camouflage' is",0.9852538630366326,115
693,All I could think of while, watching it of other VHS tapes I have low memory and non consultation memories.<," reading was the ""wizards"" monsters and every time the exiles spoke without",1.5788711607400046e-05,115
694,All I could think of while, this wandered were some strong films worth watching.A growing trend of couples who guarantee, watching it of other VHS tapes I have low memory and non consultation memories.<,0.9892484163283372,115
695,All I could think of while, this wandered were some strong films worth watching.A growing trend of couples who guarantee," reading was the ""wizards"" monsters and every time the exiles spoke without",0.9892642050399445,115
696,If you look at Corey Large's," work as a storyteller, he effectively showed a man who, at one"," DVD, you might think there was advertised an interview with him about consciousness in the",0.9941214909777045,116
697,If you look at Corey Large's," presentation of the movie at todays high school as a zero tolerance juvenile crime,"," DVD, you might think there was advertised an interview with him about consciousness in the",0.0034172730520367007,116
698,If you look at Corey Large's," work, the film is well held, but there are few assets, but still"," DVD, you might think there was advertised an interview with him about consciousness in the",0.9891147604212165,116
699,If you look at Corey Large's," work as a storyteller, he effectively showed a man who, at one"," presentation of the movie at todays high school as a zero tolerance juvenile crime,",0.9907042179256679,116
700,If you look at Corey Large's," work as a storyteller, he effectively showed a man who, at one"," work, the film is well held, but there are few assets, but still",0.005006730556488037,116
701,If you look at Corey Large's," work, the film is well held, but there are few assets, but still"," presentation of the movie at todays high school as a zero tolerance juvenile crime,",0.9856974873691798,116
702,This film had, a very effective script. Jerry Palski felt that this film would appeal to," me shouting ""teenager!"" one night and couldn't get my fears up to",0.01147723197937034,117
703,This film had, a very effective script. Jerry Palski felt that this film would appeal to," some great moments, but this one just plain sucked. If you want great horror",0.9983605595480186,117
704,This film had, a very effective script. Jerry Palski felt that this film would appeal to, an incredibly high sex scene and the sex was quite explicit.<br /><br,0.003126382827758789,117
705,This film had," me shouting ""teenager!"" one night and couldn't get my fears up to"," some great moments, but this one just plain sucked. If you want great horror",0.9868833275686483,117
706,This film had, an incredibly high sex scene and the sex was quite explicit.<br /><br," me shouting ""teenager!"" one night and couldn't get my fears up to",0.00835084915161155,117
707,This film had, an incredibly high sex scene and the sex was quite explicit.<br /><br," some great moments, but this one just plain sucked. If you want great horror",0.9952341767202598,117
708,This is one," of the least overt references to time manipulation that I have ever read, and very"," of the worst movies, and disappoints with a very low budget or sex.",0.9978294291067868,118
709,This is one," of the most beautifully crafted films I've worked on, a breathtaking debauchery"," of the least overt references to time manipulation that I have ever read, and very",0.0005969405174255371,118
710,This is one," of the least overt references to time manipulation that I have ever read, and very", film that demonstrated that director Eve O'Hara almost certainly took a lot of,0.013686299324035645,118
711,This is one," of the most beautifully crafted films I've worked on, a breathtaking debauchery"," of the worst movies, and disappoints with a very low budget or sex.",0.9984263696242124,118
712,This is one, film that demonstrated that director Eve O'Hara almost certainly took a lot of," of the worst movies, and disappoints with a very low budget or sex.",0.9841431297827512,118
713,This is one," of the most beautifully crafted films I've worked on, a breathtaking debauchery", film that demonstrated that director Eve O'Hara almost certainly took a lot of,0.014283239841461182,118
714,6/,"10<br /><br />As mentioned above, you have the two most",2 from the very beginning. It's impossible to focus on the terribly implausible,0.9964831144898199,119
715,6/,"10<br /><br />As mentioned above, you have the two most",2005<|endoftext|>,0.9832698060199617,119
716,6/,"10<br /><br />As mentioned above, you have the two most",10 - BUT it was so rock-bottom! I don't remember how anything,0.9965346263488755,119
717,6/,2005<|endoftext|>,2 from the very beginning. It's impossible to focus on the terribly implausible,0.0132133084698581,119
718,6/,2 from the very beginning. It's impossible to focus on the terribly implausible,10 - BUT it was so rock-bottom! I don't remember how anything,5.1511859055599946e-05,119
719,6/,2005<|endoftext|>,10 - BUT it was so rock-bottom! I don't remember how anything,0.0132648203289137,119
720,This is," well narrated, as it maintains a rather intellectual feel about a character that is incredibly", a must see. All I got were stab wounds to my face. My friends,0.00014519691467285156,120
721,This is, a must see. All I got were stab wounds to my face. My friends," just another movie. Not for the laughs, because it was clearly not going to",0.9982621702947655,120
722,This is," a good movie but like far more than just comedy, it has some serious elements", a must see. All I got were stab wounds to my face. My friends,6.479024887084961e-05,120
723,This is," well narrated, as it maintains a rather intellectual feel about a character that is incredibly"," just another movie. Not for the laughs, because it was clearly not going to",0.9984073672094383,120
724,This is," well narrated, as it maintains a rather intellectual feel about a character that is incredibly"," a good movie but like far more than just comedy, it has some serious elements",8.040666580200195e-05,120
725,This is," a good movie but like far more than just comedy, it has some serious elements"," just another movie. Not for the laughs, because it was clearly not going to",0.9983269605436363,120
726,From the," outset of the movie, Christian takes her newsreel capture with him to the", very beginning he has a vague idea of the futility of war that ignores the,0.9964141417294742,121
727,From the," outset of the movie, Christian takes her newsreel capture with him to the", airing of this movie in the late '80s ABM was closing CD banks,0.012980341911316029,121
728,From the, up-and-coming cast who've come up recently in the big-budget," outset of the movie, Christian takes her newsreel capture with him to the",0.0012744665145874023,121
729,From the, airing of this movie in the late '80s ABM was closing CD banks, very beginning he has a vague idea of the futility of war that ignores the,0.9834337998181581,121
730,From the, up-and-coming cast who've come up recently in the big-budget, very beginning he has a vague idea of the futility of war that ignores the,0.9976886082440616,121
731,From the, up-and-coming cast who've come up recently in the big-budget, airing of this movie in the late '80s ABM was closing CD banks,0.014254808425903431,121
732,I basically, tried to sleep the night away till I was old enough to lose the tugging, turn off my fw and whiff my pisively with commands that are probably effective,0.0016546188271604001,122
733,I basically, take a parable of a same-sex sibling. If a family carries on, turn off my fw and whiff my pisively with commands that are probably effective,0.0032937351497821002,122
734,I basically, turn off my fw and whiff my pisively with commands that are probably effective, want the movie to 0-10 because it covers so many different topics - assassination,4.1769235394899956e-05,122
735,I basically, take a parable of a same-sex sibling. If a family carries on, tried to sleep the night away till I was old enough to lose the tugging,0.0016391163226217001,122
736,I basically, tried to sleep the night away till I was old enough to lose the tugging, want the movie to 0-10 because it covers so many different topics - assassination,0.0016963880625553,122
737,I basically, take a parable of a same-sex sibling. If a family carries on, want the movie to 0-10 because it covers so many different topics - assassination,0.003335504385177,122
738,This fanciful horror, movie tells us about a mysterious group of people walking through the forest of an old, where Lucio Cunha would appear as a plain weighty Latinmologist,0.9944272832944991,123
739,This fanciful horror, where Lucio Cunha would appear as a plain weighty Latinmologist," remake is simply ludicrous. Lots of sad choices between ""good cops"" and """,0.0036415267968550004,123
740,This fanciful horror,-movie has masterfully skillfully inculcated an impressionistic atmosphere in, where Lucio Cunha would appear as a plain weighty Latinmologist,0.9947497444227339,123
741,This fanciful horror, movie tells us about a mysterious group of people walking through the forest of an old," remake is simply ludicrous. Lots of sad choices between ""good cops"" and """,0.9980688100913541,123
742,This fanciful horror,-movie has masterfully skillfully inculcated an impressionistic atmosphere in, movie tells us about a mysterious group of people walking through the forest of an old,0.00032246112823475226,123
743,This fanciful horror,-movie has masterfully skillfully inculcated an impressionistic atmosphere in," remake is simply ludicrous. Lots of sad choices between ""good cops"" and """,0.9983912712195888,123
744,If I had not read Pat Barker,"'s monumental piece on the microculture depicted back in The Crap Post, I","'s brilliance even when I first saw Barker's ""Headcrusher"" (1972",0.006314635276794323,124
745,If I had not read Pat Barker,"'s brilliance even when I first saw Barker's ""Headcrusher"" (1972","'s entire book, I would not have understood what Kay's punishment could have been",0.9881672218907627,124
746,If I had not read Pat Barker,"'s brilliance even when I first saw Barker's ""Headcrusher"" (1972","'s novel, I would have answered. As for Kerning, he got the",0.9811054226011039,124
747,If I had not read Pat Barker,"'s monumental piece on the microculture depicted back in The Crap Post, I","'s entire book, I would not have understood what Kay's punishment could have been",0.994481857167557,124
748,If I had not read Pat Barker,"'s monumental piece on the microculture depicted back in The Crap Post, I","'s novel, I would have answered. As for Kerning, he got the",0.9874200578778982,124
749,If I had not read Pat Barker,"'s novel, I would have answered. As for Kerning, he got the","'s entire book, I would not have understood what Kay's punishment could have been",0.0070617992896586995,124
750,I saw the capsule," plus the all star action, the HK's at first very much where your heart"," with Mike Piazza, my friend one time. He recently got a n",0.0035802721977233887,125
751,I saw the capsule," plus the all star action, the HK's at first very much where your heart", photographed I did not understand why in the beginning they had black screens exactly right.,0.9971596008399503,125
752,I saw the capsule," plus the all star action, the HK's at first very much where your heart",. It was supposed to be a personal message that he would follow. He promised,0.9968980385456234,125
753,I saw the capsule," with Mike Piazza, my friend one time. He recently got a n", photographed I did not understand why in the beginning they had black screens exactly right.,0.9935793286422269,125
754,I saw the capsule," with Mike Piazza, my friend one time. He recently got a n",. It was supposed to be a personal message that he would follow. He promised,0.9933177663479,125
755,I saw the capsule,. It was supposed to be a personal message that he would follow. He promised, photographed I did not understand why in the beginning they had black screens exactly right.,0.00026156229432680003,125
756,Robert DeNiro plays the most, obscure Washington Post reporter on America's news after a scandal vanishes. Perv, annoying single character on this show. His goofy face still remains annoying after most of,0.9962738985195758,126
757,Robert DeNiro plays the most, obscure Washington Post reporter on America's news after a scandal vanishes. Perv," boring character in the movie, and this was our first crack at him. So",0.9961340646841566,126
758,Robert DeNiro plays the most, obscure Washington Post reporter on America's news after a scandal vanishes. Perv, mediocre of horror legends. He's the general lapdog of many underrated horror films,0.9961534098838458,126
759,Robert DeNiro plays the most," boring character in the movie, and this was our first crack at him. So", annoying single character on this show. His goofy face still remains annoying after most of,0.00013983383541929994,126
760,Robert DeNiro plays the most, mediocre of horror legends. He's the general lapdog of many underrated horror films, annoying single character on this show. His goofy face still remains annoying after most of,0.00012048863572999998,126
761,Robert DeNiro plays the most," boring character in the movie, and this was our first crack at him. So", mediocre of horror legends. He's the general lapdog of many underrated horror films,1.9345199689299966e-05,126
762,Story of a man," trying to make an honest personal decision. To generate mischief with his life, who", restored through a knot. Largo Clark plays the country hero Sgt Biggs.,0.0008384585380554199,127
763,Story of a man, restored through a knot. Largo Clark plays the country hero Sgt Biggs.," trying to protect his cousin.<br /><br />Now, on to the",0.00044083595275878906,127
764,Story of a man, restored through a knot. Largo Clark plays the country hero Sgt Biggs., who lives in a patch of swampy Missouri with no hope of finding a job,0.003007650375366322,127
765,Story of a man," trying to make an honest personal decision. To generate mischief with his life, who"," trying to protect his cousin.<br /><br />Now, on to the",0.001279294490814209,127
766,Story of a man," trying to make an honest personal decision. To generate mischief with his life, who", who lives in a patch of swampy Missouri with no hope of finding a job,0.003846108913421742,127
767,Story of a man," trying to protect his cousin.<br /><br />Now, on to the", who lives in a patch of swampy Missouri with no hope of finding a job,0.002566814422607533,127
768,Are you familiar with concept of children, taking animals to their first child's birthday party? Considering that as a children's,"'s movies before this one, just watched it which I refuse to do with you",0.9720710194087586,128
769,Are you familiar with concept of children, taking animals to their first child's birthday party? Considering that as a children's," becoming your friends? Well, well, it's a dead end in some way",0.9651316981762648,128
770,Are you familiar with concept of children, taking animals to their first child's birthday party? Considering that as a children's,-elegy set-pieces that evoke bad imagery? Many DOOM sequences are,0.9719011855777352,128
771,Are you familiar with concept of children," becoming your friends? Well, well, it's a dead end in some way","'s movies before this one, just watched it which I refuse to do with you",0.0069393212324939,128
772,Are you familiar with concept of children,-elegy set-pieces that evoke bad imagery? Many DOOM sequences are,"'s movies before this one, just watched it which I refuse to do with you",0.00016983383102340004,128
773,Are you familiar with concept of children," becoming your friends? Well, well, it's a dead end in some way",-elegy set-pieces that evoke bad imagery? Many DOOM sequences are,0.0067694874014705,128
774,"Ah, Bait. How do", you know ya like it when it's just the thrills and the closeness," I say this? As a humble, evergreen Indiana farmer, I have hundreds",0.02654385566711437,129
775,"Ah, Bait. How do"," I say this? As a humble, evergreen Indiana farmer, I have hundreds", you wanna post pictures that speak to the innocent and the sick? How can you,0.9656761758960783,129
776,"Ah, Bait. How do", I leave this with my kids and my mom? I love Fatherland. I," I say this? As a humble, evergreen Indiana farmer, I have hundreds",0.026634454727172963,129
777,"Ah, Bait. How do", you know ya like it when it's just the thrills and the closeness, you wanna post pictures that speak to the innocent and the sick? How can you,0.9922200315631927,129
778,"Ah, Bait. How do", I leave this with my kids and my mom? I love Fatherland. I, you know ya like it when it's just the thrills and the closeness,9.059906005859375e-05,129
779,"Ah, Bait. How do", I leave this with my kids and my mom? I love Fatherland. I, you wanna post pictures that speak to the innocent and the sick? How can you,0.9923106306232513,129
780,The premise of," Clarke and Kafka's novels is individualistic, and in our society, Marlow", this movie is various twists and turns that always make you cringe. It's REALLY,0.995863372052554,130
781,The premise of," Clarke and Kafka's novels is individualistic, and in our society, Marlow"," Way of the Seven flic, between bad guys and good guys and bad men",0.9914613324217498,130
782,The premise of," Clarke and Kafka's novels is individualistic, and in our society, Marlow"," this creative road full of grass, gasoline and sewer holes is pretty awesome, but",0.9790437929332256,130
783,The premise of," Way of the Seven flic, between bad guys and good guys and bad men", this movie is various twists and turns that always make you cringe. It's REALLY,0.0044020396308042,130
784,The premise of," this creative road full of grass, gasoline and sewer holes is pretty awesome, but", this movie is various twists and turns that always make you cringe. It's REALLY,0.016819579119328402,130
785,The premise of," this creative road full of grass, gasoline and sewer holes is pretty awesome, but"," Way of the Seven flic, between bad guys and good guys and bad men",0.012417539488524202,130
786,Uninspired direction leaves a decent cast," behind and is painful to watch, though. <br /><br />So"," to work with. Unfortunately, my personal opinion as to why you couldn't get",4.059635102699973e-06,131
787,Uninspired direction leaves a decent cast," to work with, and if Orange Rain was better done, it had better acting"," to work with. Unfortunately, my personal opinion as to why you couldn't get",1.2411153875300021e-05,131
788,Uninspired direction leaves a decent cast," to work with. Unfortunately, my personal opinion as to why you couldn't get",", sans Chara Lugosi. Both films don't make for excellent DVD rental",1.2585660442999405e-06,131
789,Uninspired direction leaves a decent cast," to work with, and if Orange Rain was better done, it had better acting"," behind and is painful to watch, though. <br /><br />So",8.351518772600048e-06,131
790,Uninspired direction leaves a decent cast," behind and is painful to watch, though. <br /><br />So",", sans Chara Lugosi. Both films don't make for excellent DVD rental",5.318201146999914e-06,131
791,Uninspired direction leaves a decent cast," to work with, and if Orange Rain was better done, it had better acting",", sans Chara Lugosi. Both films don't make for excellent DVD rental",1.3669719919599962e-05,131
792,I was sooooo,"oo excited then, and sooooo excited so despite what you may think were rumors", grateful. Even before She Ren Di Giorno's photography on The Stella Birch Show,0.00031429529190052374,132
793,I was sooooo,"oo excited then, and sooooo excited so despite what you may think were rumors",e excited King Kong was in theaters right here in Iowa and in a trailer??,0.0006334781646729626,132
794,I was sooooo,"oo excited then, and sooooo excited so despite what you may think were rumors", (seriously)! the first five times i went to the wikipedia page for,0.9980236245319247,132
795,I was sooooo, grateful. Even before She Ren Di Giorno's photography on The Stella Birch Show,e excited King Kong was in theaters right here in Iowa and in a trailer??,0.00031918287277243884,132
796,I was sooooo, grateful. Even before She Ren Di Giorno's photography on The Stella Birch Show, (seriously)! the first five times i went to the wikipedia page for,0.9977093292400242,132
797,I was sooooo,e excited King Kong was in theaters right here in Iowa and in a trailer??, (seriously)! the first five times i went to the wikipedia page for,0.9973901463672518,132
798,Having seen three," or four films where the movie covers the entire world, this is a film I"," different films, it seemed like each one had its ups and downs, but this",0.9923256756737828,133
799,Having seen three," hits over the years, but now, they are truly turning it upside down after"," different films, it seemed like each one had its ups and downs, but this",0.9919269206002354,133
800,Having seen three," different films, it seemed like each one had its ups and downs, but this"," of those good kids, either getting grumpy, tantruming and yelling bubbles",0.0057221881579608,133
801,Having seen three," or four films where the movie covers the entire world, this is a film I"," hits over the years, but now, they are truly turning it upside down after",0.0003987550735474743,133
802,Having seen three," or four films where the movie covers the entire world, this is a film I"," of those good kids, either getting grumpy, tantruming and yelling bubbles",0.9980478638317436,133
803,Having seen three," hits over the years, but now, they are truly turning it upside down after"," of those good kids, either getting grumpy, tantruming and yelling bubbles",0.9976491087581961,133
804,Saw this movie, of the cursed. It couldn't be better. Hollywood's executives decided to spend, is Hurtado getting away with crime. A stupid movie. And I say this,0.9974905139533803,134
805,Saw this movie," that seems completely predictable and downright stupid, but retails for about $6 plus", is Hurtado getting away with crime. A stupid movie. And I say this,0.0008708077948539999,134
806,Saw this movie," and It didn't ignore me; Thought it was good, and he's still", is Hurtado getting away with crime. A stupid movie. And I say this,0.9982732421485708,134
807,Saw this movie, of the cursed. It couldn't be better. Hollywood's executives decided to spend," that seems completely predictable and downright stupid, but retails for about $6 plus",0.9966197061585264,134
808,Saw this movie," and It didn't ignore me; Thought it was good, and he's still", of the cursed. It couldn't be better. Hollywood's executives decided to spend,0.0007827281951905407,134
809,Saw this movie," and It didn't ignore me; Thought it was good, and he's still"," that seems completely predictable and downright stupid, but retails for about $6 plus",0.9974024343537169,134
810,When will," he be released to Go Ahead, the hold still runs he signal horses, towards", this film rank? Probably it won't.<|endoftext|>,0.0020672141108662,135
811,When will, you stop loving the people involved in it why do these kids feel this way.," he be released to Go Ahead, the hold still runs he signal horses, towards",0.9852814979385586,135
812,When will," he be released to Go Ahead, the hold still runs he signal horses, towards"," the feature-length Films latest feature debut accompanying the film set? No way,",0.0022977946791797998,135
813,When will, you stop loving the people involved in it why do these kids feel this way., this film rank? Probably it won't.<|endoftext|>,0.9873487120494248,135
814,When will, this film rank? Probably it won't.<|endoftext|>," the feature-length Films latest feature debut accompanying the film set? No way,",0.00023058056831359993,135
815,When will, you stop loving the people involved in it why do these kids feel this way.," the feature-length Films latest feature debut accompanying the film set? No way,",0.9875792926177384,135
816,It was 9:,39 in my view of how horrific the ending of a beautiful one piece movie should,55. I already found an hour ago. I walked through the gates like ninety,0.0057049392489717,136
817,It was 9:,14 p.m. when I saw Dallas HoldawayHeart moving up and down,55. I already found an hour ago. I walked through the gates like ninety,0.9889786484418439,136
818,It was 9:,00 a.m. on Saturday November 3 to 10:20 p.m,55. I already found an hour ago. I walked through the gates like ninety,0.9888763668714091,136
819,It was 9:,14 p.m. when I saw Dallas HoldawayHeart moving up and down,39 in my view of how horrific the ending of a beautiful one piece movie should,0.9832737091928722,136
820,It was 9:,00 a.m. on Saturday November 3 to 10:20 p.m,39 in my view of how horrific the ending of a beautiful one piece movie should,0.9831714276224374,136
821,It was 9:,14 p.m. when I saw Dallas HoldawayHeart moving up and down,00 a.m. on Saturday November 3 to 10:20 p.m,0.00010228157043479236,136
822,This is blatantly a futuristic adaptation,. The way Renner's face fits into it makes me watch it with interest," of the Puritan era technique to make a short film. It's fuzzy,",0.9943765436764807,137
823,This is blatantly a futuristic adaptation,. The way Renner's face fits into it makes me watch it with interest," to the novel The Borgia. The director uses a ""puffy"" color",0.994384503690526,137
824,This is blatantly a futuristic adaptation,. The way Renner's face fits into it makes me watch it with interest," of ""Ballantyne,"" which 1937 made about '30's. And incidentally",0.9943442334188148,137
825,This is blatantly a futuristic adaptation," of the Puritan era technique to make a short film. It's fuzzy,"," to the novel The Borgia. The director uses a ""puffy"" color",7.960014045299969e-06,137
826,This is blatantly a futuristic adaptation," of ""Ballantyne,"" which 1937 made about '30's. And incidentally"," of the Puritan era technique to make a short film. It's fuzzy,",3.231025766579996e-05,137
827,This is blatantly a futuristic adaptation," of ""Ballantyne,"" which 1937 made about '30's. And incidentally"," to the novel The Borgia. The director uses a ""puffy"" color",4.027027171109993e-05,137
828,Beyond a," short while I was hooked, mixed a little romance and memorable cast with action I"," show meant to be funny, now it's a show with a hilarious Matthew Mc",0.00030618906021118164,138
829,Beyond a," short while I was hooked, mixed a little romance and memorable cast with action I"," really dull movie that gets dull and dull. In 'Anna jello,' Miss",0.9984047443140298,138
830,Beyond a," short while I was hooked, mixed a little romance and memorable cast with action I"," film made in the year 2000.""standard English at worst but decent art as well",0.0005022883415221058,138
831,Beyond a," show meant to be funny, now it's a show with a hilarious Matthew Mc"," really dull movie that gets dull and dull. In 'Anna jello,' Miss",0.9980985552538186,138
832,Beyond a," show meant to be funny, now it's a show with a hilarious Matthew Mc"," film made in the year 2000.""standard English at worst but decent art as well",0.00019609928131092413,138
833,Beyond a," film made in the year 2000.""standard English at worst but decent art as well"," really dull movie that gets dull and dull. In 'Anna jello,' Miss",0.9979024559725077,138
834,The silent one,". And, yes, the first 10 minutes is very sweet. They explain deep", { for her wore what seemed to be something alarmingly close to the climate for,0.010159671306610218,139
835,The silent one," is screened by the landscape woman, and she also prepares to rest and take medical", { for her wore what seemed to be something alarmingly close to the climate for,0.0035028457641601562,139
836,The silent one, { for her wore what seemed to be something alarmingly close to the climate for," gets increasingly frustrated with her,and considering the repulsive Bond costume and his und",0.9874608863610774,139
837,The silent one,". And, yes, the first 10 minutes is very sweet. They explain deep"," is screened by the landscape woman, and she also prepares to rest and take medical",0.006656825542450062,139
838,The silent one,". And, yes, the first 10 minutes is very sweet. They explain deep"," gets increasingly frustrated with her,and considering the repulsive Bond costume and his und",0.9976205576676876,139
839,The silent one," is screened by the landscape woman, and she also prepares to rest and take medical"," gets increasingly frustrated with her,and considering the repulsive Bond costume and his und",0.9909637321252376,139
840,William Russ is the main character throughout,. His bottom line service is very evident in the situations portrayed. We get to,", a rookie Ranger who is later referred to as the Neighborhood Winger",0.002135455608368031,140
841,William Russ is the main character throughout,. It is fascinating to see him staring back at retired FBI agent Danny Ward in,", a rookie Ranger who is later referred to as the Neighborhood Winger",0.0017455816268922009,140
842,William Russ is the main character throughout,", a rookie Ranger who is later referred to as the Neighborhood Winger"," the movie. Vince Vaughn is also competent in his role, but doesn't make",0.0060669779777525745,140
843,William Russ is the main character throughout,. His bottom line service is very evident in the situations portrayed. We get to,. It is fascinating to see him staring back at retired FBI agent Danny Ward in,0.0003898739814758301,140
844,William Russ is the main character throughout,. His bottom line service is very evident in the situations portrayed. We get to," the movie. Vince Vaughn is also competent in his role, but doesn't make",0.008202433586120605,140
845,William Russ is the main character throughout,. It is fascinating to see him staring back at retired FBI agent Danny Ward in," the movie. Vince Vaughn is also competent in his role, but doesn't make",0.007812559604644775,140
846,From a poorly," run production, the Producers were generous, but the film seemed truncated,"," intended comic, the plot is too far-fetched.<br /><br />",0.0010393076227047,141
847,From a poorly," intended comic, the plot is too far-fetched.<br /><br />"," written script, not a very physical movie. The editing and being a sidest",3.066577482959993e-05,141
848,From a poorly," constructed DICK Marvin ""kill list"" thrashout it is quite a coarse"," intended comic, the plot is too far-fetched.<br /><br />",4.070007707930004e-05,141
849,From a poorly," run production, the Producers were generous, but the film seemed truncated,"," written script, not a very physical movie. The editing and being a sidest",0.0010699733975342999,141
850,From a poorly," run production, the Producers were generous, but the film seemed truncated,"," constructed DICK Marvin ""kill list"" thrashout it is quite a coarse",0.0009986075456254,141
