,prompt,chosen,rejected,diff,source_index
196,"Sorry, gave it a 1"," for what I think was a cheap ""video"" for the ""Blair Witch"," and though I've reached 1 rating on IMDb, I wasn't wrong...",4.462955985200072e-06,196
197,I didn't," entirely...well, intensely enjoy the movie. New Girl is not so crude as", expect this film to be a steal if it didn't feed me but I actually,1.5914440154807252e-05,197
198,The five, women who are unable leave the house engage in war-themed sex brawls, worst elements of the movie are too obvious; line pacing (moments-to,0.9876079820096494,198
199,Mann photographs the Alberta Rocky," Mountains, then fields textural expert expert projectiles from her laboratory (small orbs of", Mountains with his hands over his eyes; he makes some hokey Glenn Close,0.9975076129776427,199
200,This is an action Western,", with using pulp & horror elements to use its violence & brutality. The events",", with terrible music that can get you rolling. It isn't worth watching if",0.9977053957409224,200
201,This is, one of the best movies I've ever seen. I stumbled across it after seeing, taking place around 1978 here in Wales - the BBC in this age didn't start,0.9776729084551334,201
202,"Ah, Channel 5 of local Mexican", channel Buena was channel 6 i wondered why 10 station test channel 6 was closed," newspapers. But if somebody you follow likes singing and hip-hop, give them",0.0010077068582177006,202
203,Preposterous sequel stretches credibility, even higher. In moving it from 'college theology' to'sensational, with a momentum-quirky storyline that has gaudy and...ec,0.0070420221309178,203
204,Return to Cabin by the, Lake was much more complex. But it survives as a great movie as well!, wayside with the exception of the woman staying with mother and daughter for some part,0.9966273861937225,204
205,This movie was made, because(?) Emperor and his brother were going thru what was their first norICLE," on cheap artificial Technicolors derived from a meteorite, not technology made on",0.012454872659873299,205
206,IF you are planning, on seeing this film.<br /><br />I'm glad I can learn, your gamut of over 50fit grand darlings with an awesomely p,8.165836334217413e-05,206
207,<br /><br />,"Dan Jurgens is good, as always, but there's a time for","Also, why can't any gods help a starving person with a heart of gold",0.9770689662545918,207
208,I watched Cabin by the Lake this," movie while getting ready for the start of vacation, Andfound the first scene for"," afternoon full of suffering, hearing negative, scary ideas that were impossible to explain to",0.9976140158833007,208
209,*Possible," Luck Positions to Tuning/Climbing ""Game"" Mod: """," we might get some survival, we acted, slept through the 30 min short and",0.9856326165026986,209
210,"A decent sequel,", this one is far from perfect and just looks like garbage!<|endoftext|>," but it suffered from a lack of action and an inaccurate storyline, which easily takes",0.9622603252064437,210
211,Return to, Indonesia through her daughter Corinding who shares her one-way ticket in the romance, be. After the hearing on the EL BISHOP's offence he exclaims,0.9878882290795447,211
212,I thought Hedy Burress (,now a blond presenter in Dublin) absolutely amazing.<br /><br />I,the last girl I saw in bad... HORRIBLE- AWFUL,0.9980172525974922,212
213,Viewers," from all over the world show a wealth of colorful, exciting and addictive films,", can also take a look at how stylized the animation is. At the end,0.0027257204055786133,213
214,I saw this movie recently,", and I went home to end it: Davin Dixit was such",", and I can only describe what I was expecting, but it was dreadful.",0.9963739433442245,214
215,Despite a decent first," fifteen minutes, a reasonable spoiler, and a few wacky/stuck-","-time run over 1997's Paradise Lost, Watching Poe Jr. in the Man",0.9812319953925909,215
216,Anybody, has ever liked a true novel? <br /><br />Way from bad, can make a movie like this out of nothing and not make it disgusting; however,0.9932078977581116,216
217,"Okay first of all, I didn",'t expect that Hammer would be taking it a serious route. I saw the movie,"'t know this is really a cult living production, and HBO just handed it to",0.9898447040468455,217
218,While it,"'s based on bad criminology* by Campbell, Bey is quite spot", became public knowledge that Warren Love and Bill Nye were co-presenting the,0.001055896282195934,218
219,I'm not a huge Star Trek," fan, but it's always a treat for Asimov fan boys to see something"," fan unless you are going to be destroyed by a criminal, and it happened to",0.9977209869539364,219
220,The earlier part of the film was," pretty wan, which was another step right for Besson's career. But", so simple and so unthought provoking that we soon find ourselves overdue to point out,0.007576590985991101,220
221,a movie,.<|endoftext|>,", Universal although I know I'm trying too hard NOT to spoil it, but",0.008667171001434326,221
222,If you can," see your way clear, solve it, get covered and move on. The questions","'t stand to be living under a rock, you will probably stick with your friends",0.0231950283050536,222
223,I really wanted to like," Blonde in a woman."" And I can honestly say that I did. Because", it so I did see the DVD. When I faced it I gave it a,0.00020843744277954102,223
224,I have always, loved this show! That's it.<br /><br />Michael Jackson was," support the light rail network in LA, being a woman dedicated to the light rail",2.5570392608420534e-05,224
225,Warning Spoilers following,": >><br /><br />There are a couple more spoilers, but"," the fall of Caesar. For the rest of me, I got annoyed at many",0.06175667373463511,225
226,OK first of all the video," footage and location footage of the beating scene is genius! In fact, I'm", clippings for this poor kid. It's horrific with 7 awesome soldiers shooting,0.9977203835733235,226
227,Zu Warriors,- the greatest addition to The Golden Rumble- after a spat with the father of,: All Right On-Command was judged a disappointment for the S.W.,0.9975538846920244,227
228,This is not so, much genre as proposition. Storyyer. But characterizations. This is a movie, much about Bathy's interviews with Wynn as the length of her interviews.<,0.9738586377352477,228
229,Watched," at least once on daytime television, so my first reaction is that I was in", this movie..On you're way to a cold prison. And you scared the,0.0003390312194824219,229
230,"""Spielberg loves"," this stage play, and so does Albert Finney, actor of the Vietnam War"," this film, because it has absolutely no surprise. Even though its an erotic mystery",0.9972384611610323,230
231,You may consider a couple of facts," about this film, simply add that, yes, it had some flat and extremely"," and create lousy characters and scenes, but if you tell a lie and favour capitalism",0.0012747229775413,231
232,This is really terrible.<br /,"><br />Of course much harder antipathy toward drug resistance can be demonstrated,",><br />The only relief I can think of is the music level from ',1.632061321290006e-05,232
233,"Dude, really!!!! where have", i be!!!! All the others I can see coming!! Awful Talk is a, i rated this one october? over all the hot chicks it didn't add,3.865046892300079e-06,233
234,"Well, you know the rest",.<|endoftext|>,. Period. But I shall. And if these things suck (weren't,0.0026351111009717,234
235,I'm in Iraq right now,". And I speak Iraqi with American accents, so..."" No, not in Arabic",". So this one wasn't harrowing in the least bit. I mean, no",0.0059885969385505,235
236,"""Valentine"" is another", rating 4 stars. <br /><br />8 / 10.<|endoftext|>, modern misstep by the Sam Crowe-directedussy. Avoid this unwatch,0.9979789059143515,236
237,There's one line that makes it," worth quoting there: ""this world he gets behind the bed is not safe and"," worth seeing, 'If you are a team of good Lego builders, do not",0.007630706299096299,237
238,There are so many puns,", quintessential echoes of which we are given tremendous points of opportunity to make.", and shots that even if you do get a decent look at the film ranking from,0.9978377208462917,238
239,There is," very little in particular that I have yet to see, so I am left thinking", virtually no warning of doom. Mr. Almodovar's performance is so,0.0079089044593275,239
240,In an attempt," to avoid controversy with the film's title, Bess Madea paints us in"," to avoid retribution against the Viper gang, Ticamole almost kills the Vol",0.0669958933722228,240
241,"Firstly, there are", clinical patients who hate being alone and allowing them to go on is senseless and, huge bumps that must stop anyone from watching this dumbed down sadistic exercise.,7.775338599459996e-05,241
242,This stalk and slash turkey,. Anne first experiences this on occasion when she is teary-eyed in bed," production, while leave the original film intact makes their way again, again, and",0.00047187553718689985,242
243,Valentine is a horrible movie,", but cinema with set sets, costumes, wardrobe, 3 celebrity groups etc are"," but it is that bad anyway, there is no character development and there is not",4.816049477079996e-05,243
244,This movie, is quite much good despite all the hyperbole.<|endoftext|>," is awful - stupid, almost every section is bizarre and unbelievable, done in bad",0.9981017551035621,244
245,The Good: I liked, how the direction of the lead characters like how the mood of the movie can change," how Robin did his usual, typical, pretentious interview style in this. The",0.9969421424902977,245
246,Its plain," english is what draws me to this movie, but this show really proves to be", as milk. This makes sense except as a historical film. B&W suggests,0.9963953235419468,246
247,***SPOILERS*** ***,SPOILERS*** ***SPOILERS*** ***SPOILERS*** {normal,WHAT DID IT EXPECT ME TO DO IN THIS MOVIE? section 101 is,0.0070556693244726,247
248,here was no effort put into," making this film. As we have seen most generic westerns, people are good", it. The re-working couldn't have been done in such a short period,1.6147387213999572e-06,248
249,This movie in away,"), yet, it is still so tightly woven, it is very easily restored.", territory is definitely NOT scary. I'm not saying it's low-budget but,0.9981920776190236,249
250,Well the reason, I give this show a fair rating is gunslinger like Gary Heine.<br, for this is mystery - there's not a clue to what happened to Jane.,0.9951540953479706,250
251,"""In 1955",", women that were so inbred turned to porn. It was true: there", Warren was going around rehearsing his thinly veiled dramatic performance in the 1957 Sammy Davis,0.9867169326171278,251
252,"So, where are the cann",ibals among the animals? Is it a stretch to assume that people are not,ibals? Why the hell were they there? It goes like this: My,0.0051460608374327,252
253,"Well, where"," serveerest every human being, how could a man in slave bondage spend so much",'d they get such a bit? The direction was about as awful as you could,0.0003369940677658,253
254,I Am Curious, About Your Life') Director John Hurt starrs splendidly as a girl getting involved, Again board have so many appreciated directorial films that look and feel right. Jim,0.0006529688835144043,254
255,"This film, once sensational","ized, will not remain as a fixture. The production values of Dolby sound","ized, never kept pace with its bold, colonized history. Much was done",0.0007767413044348999,255
256,The plot line of, the film picks up quite well considering we're talking about a very small building full," ""Return to School"" is so predictable (in fact, they must have thrown",0.9982299374532887,256
257,Hail Bollywood,""" for reminding me of the stage show ""Interrupt"". Don't get me",! Beware of the Prince Hood version<|endoftext|>,0.003647327423095814,257
258,This movie is traditional b,ollywood with mazy lord who has angels and a beautiful and attractive girl (al,"-horror, and it's hard to get a grip of the origins of",0.997097996994853,258
259,I wonder if, this movie filmed in the near future.<br /><br />Rowell had, he looked so young and spoke so little when there was an illustration with him or,0.9917459548451006,259
260,The TV guide, you are looking for a story to tell about life and events. They often used, seems to have been pulled from the comic books for a silent film. No.,0.9980217680567877,260
261,... but the keyword," is used for it. How to say something positive is another story, leaning on"," ""funny"" in here is the fact that Boogie Nights 2 was a",0.982065306045115,261
262,Don't even," mentioned the parents, Little Trace, did Darrell order and preserved one; Who Care"," think about voting on this one, you do,"" during the closing credits. Blow",0.0038919242215342993,262
263,"The French film ""Ext","remist"" was the first to use ANY English names, except Ernest Dirks","inct"" is a direct ripoff from the ""Human Nature"". We almost feel",0.9909688632469624,263
264,"Two years ago, on Berlin Film"," Festival in 2006, Zhang agreed to appear in a movie about the 1946 floods."," Festival, however, we were treated to the famous scene on the red-br",0.0011077523231506348,264
265,Blank check is one of," the first mentionsary... it's kind of like before, but arguably a better", those surprises. Many a movie gets canceled or deleted a damn time or two -,0.9899120405316353,265
266,Blank Check,er is rated at a 3.1/10 from sub-0,. He has over 20 worst songs ever! * i think that the writer of,0.0003062263131141,266
267,I saw,. Grabbed it! I even got out fully open with it!<br, the original and this merely made sense to me. +1 out of 5.,0.3991626501083374,267
268,The worst movie I have seen, in a long time.<|endoftext|>," in a LONG time, Fox Comedy Roadshow, in which well-intentioned",6.825779564700028e-06,268
269,Blank Check,"er, seem to be always two hands off. Whoever wrote the script remains pretty", II: Obviously no one saw the original. The fact that he uses the w,0.0038813172723166,269
270,I almost, couldn't.<br /><br />I watched the Let it Be or Let, expected that someone would get lied to on a daily basis by this movie and assume,0.0033153453259729,270
271,This movie is really goofy!," Not fake, not strong. I mean actually. I mean anti-heroes", I asked the director about this and he didn't want to snort any more,3.2664975151000053e-06,271
272,A young boy comes into," town to kill his father, Axel. As Axel approaches the car, he also"," the dark. No, seriously... this is nothing more than expensive making a plain",0.074289409967605,272
273,Bad Act,"ors"". The script for ""In These Times"" by Hermann Wál","ors"" prospects and some truly bad acting. Shug wept. Poor choice",0.0005129440687597,273
274,"Bad plot, bad dialogue,", bad acting and totally unintelligent staff. If you want to watch an actual Tower," that fake sound, even a number of recycled scenes.<br /><br />",1.103628892449996e-05,274
275,"Larry Buchanan. Yep,"," <br /><br />I feel bad for this dork, please stop"," Chuck! As a minister, I enjoy any religious statement and he never did anything",0.0020736705046147004,275
276,what ends, up getting me is this afternoon at the J...<br /><br />," up producing) since Paulian (Deils, who was murdered and brought to",0.023965835571289062,276
277,Not to be, confused with something called the many more next to the original series like sci-fi, confused with the other premise that revolves around stealing when dealing with petty thieves with a,0.002438843250274547,277
278,After reading the," story the first time, I will admit something like the hard work and dedication laid"," reactions of this film, I would then not know where this film came from,",0.9981113358517177,278
279,I read the book,", I saw Scorsese's vignettes of Shaw, his loving mind", Morality Incidence 5 - it supposedly keeps these characters committed to each other throughout,0.9954861921723933,279
280,I've seen my fair share," of scary clowns and they seem to be finding their footing during this film,", of Mr Evans films which utilise the director and director's aware approach whilst also,8.18967819212757e-05,280
281,"Paul Armstrong is a liberal,", out-and-out bigot who beats up human life. The show takes liberties, but planning to be a liberal comedian he's not crazy enough to run for president,0.9915487482212484,281
282,JUST CA,KE! <br /><br />PLEASE TAKE THE TIME TO SEE,UTION!<br /><br />This might be an easier movie for me,0.7353514730930328,282
283,The form, of the DVD card is an unusual way for an old beast bone to be destroyed," was obviously filmed at the South Pole, with the assistance of the Low Countries for",0.0118383625522256,283
284,Just Cause is one of those, inevitably romantic 'whodunnit' dramas that have stalked the fan camp," camera-work films that, I reckon, runs an hour long. Why?",0.9408938133856282,284
285,Look carefully at the wonderful assortment of, walk-ins and USA icon landmarks all around you might clue that you were in, costume and shots for the story. Amy Adams couldn't seem to remember actual artists,0.9964152264874429,285
286,As other reviewers have noted,", the fact, to me, is that exercise one has to establish wholeheartedly"," -- like expect little of Mr. Recruiter, designer Carey has fles",0.9952724220929668,286
287,Seems that the, reason that Mark Dexter was so in favor of law enforcement in those days was to," roster of the heroes were convoluted, relying on just one person for the job.",0.9894489488797263,287
288,1st," considers a proposal to build a theatrical film, but Margaret Haines' idea", legendary flick to this day. We are all too familiar with over it use and,0.9584448616951703,288
289,The performances, were beautiful and the action was superb. The acting was also good and the action,", intended for more than just cards, when mostly dissimilar in scope, do",0.0030522942543027565,289
290,A pot,ential) but this comedy really brought to mind the deep issues surrounding Asian women in,war against this negomaniacal hippie that it is a positive interview,0.0055657761404291,290
291,This movie is a crappy and forget,"table piece of crap. Perhaps it was part of the Insignia, and",table waste of time). Besides the one snide moment at being forced to sleep,2.1097948774000423e-06,291
292,This is just a case of a, neglected filmmaker who has to find the makings of mainstream elite film without offering much, lot of useful actors being ashamed of themselves for washing their hands of this farc,1.3178272638499967e-05,292
293,"Because IT IS, that"," is how it went. This movie had really, really high expectations/funny", basically they make use of films of the 80's/90's that had little,0.0037113615544512,293
294,This can, be fun even if people can't understand what everyone else Afciently knows., be understood by Sadie Phillips's arrest: I can't imagine how a citizen,0.9971943710697817,294
295,Let me be really clear about this,: the show is awesome! I would recommend this to all done!<|endoftext|>,: I buy a lot of these when it comes out; so it is beyond,0.0007842183113098145,295
296,"A truly, truly dire Canadian"," filmography, which delivers all that is good about the region.<|endoftext|>"," film, that since its 1958 release had gained the admiration of humbler Americans.",1.4736840967099997e-05,296
297,Oh man. If you want," more then what, throw 1/3rd off. There are a lot of"," a Damolig action thriller, do something else this time.<|endoftext|>",7.89965270089996e-06,297
298,I am guessing the, reason the story is coincidental is because of a series of coincidence connected with this, filmmaker had no budget to release a movie around or room temperature atmosphere that mimic water,0.0079671909916214,298
299,"Unlike ""The Adventures"," of J.K. Rowling"", Peter Falk, though professionally played by Tim Rand","."")so let me centre on the bigger problems the show has against its blacklisted",0.9842318908777089,299
300,Definitely one of funny man Eddie, Mortimer's final  he won a low ranking Oscar in '85.,.<|endoftext|>,0.00040835142135620117,300
301,"Well,"," Hallow's End nearly ruined his last experience with the ghoulmen, and so"," whoever they are listening to, I thought that at least they couldn't pull it",0.0032900169608183,301
302,Why is it that when a star," wears the hood of a train and isn't hooliganized as Dylan,"," is making a star out of fake press, they randomly send a writer 31 stories",0.0049099228344858,302
303,Michael Jackson would have," been in office, appointed by a Paloma County Sheriff (Clark Jerry) to"," been worse but for. Tiernan would have been better, Conti would have",0.977100198622793,303
304,Bad movie for sure., Has Eyes Wide Shut sounding like Louis B--- Having married joyously to Marvin Sab, Shame on this so i watched it instead.<|endoftext|>,8.992908988099944e-06,304
305,I remember when THE GOLDEN, GUARD was on in Scrubs when interrupting on the series. With, PEAK didn't show the true meaning of Dern's work on the ocean,0.0037188632413744996,305
306,I will start this, low...automatic reticles on a movie fire it when I see their oils bleeding, nag about a project that is out there; it feels like an hour (,0.0006767307640985001,306
307,I can,"'t tell you the obvious difference, but from what I can tell, mostly the",'t imagine this guy who sunk the movie and then suddenly is in the context of,0.0087433655862697,307
308,I wanted," to make a Grade 4 movie. The bully lady is very funny, but she"," to think so, but no! In fact, I'm actually really surprised that",0.9919854392064735,308
309,First:, every now and again Bakshi does something wonderful that inspires and entertains. If," isn't it supposed to keep all Korean war dead or separated, Harry? They",0.9910989510826769,309
310,I am, in the mood for a bravura sentimentalism trip to weepy Soviets. This," amazed by your pick, Anthony Morita -- for whom I had learned many things",0.9911391749046743,310
311,Even if you're a huge, Bigfoot fan then by all means stay away. At least get some Bigfoot gear.," fan of the series, you shouldn't expect much from this series as most fans",0.0026089527527802,311
312,This early Adam Sandler film, was the culmination of film's massive success with minimal serious incident just as they were," is better than most geeky films.<br /><br />Sure, it",0.0003504753112794079,312
313,Having decided some time ago to," submit this study as a public lecture, a couple or some other students member present"," turn this entertaining 1980's to document 'athletic', one of the directors",0.9789892481639981,313
314,Worst mistake of my," life. Not because in the 3 years of watching, the martial arts movies,", life.<br /><br />I kept waiting for the same thud when,3.3031683414999928e-06,314
315,This movie was so, informative. I recommend this family movie to anyone who is on the couch or wearing," sarcastic, acted so irritable, etc...we really tried to find an adequate",0.9984217444434762,315
316,I saw this movie about," 4-5 years ago, and followed, as I have mentioned, from about", 18 months ago. I couldn't stomach it at the time but guess what?,0.9961130056763069,316
317,"Shecky, is a"," young, funny, and tough 31 year old who in this commercial understands what a", brand of acting that has old events popped up in films as folks they're supposed,0.9981927801854908,317
318,With Adam Sandler," as Matt Andrews), however a plot device from Judd Apatow is more than", making a cameo as Beckwith Boy Crazy a direct-to-video horror-,0.0010190010070801891,318
319,A friend," and I continued to hang out together. However, I put it on hold for"," commented that I made the movie so, that I would feel uncomfortable in the future",0.0456442375434563,319
320,I stole this, one from a friend who wanted to put more money on it. They want to," one, not with a lot of money and no opportunity to get more out of",0.0007139668450691,320
321,This HAS to be the," most rather tenuous interpretation you can have of this film, since I found it"," biggest fault of the movie is the action that took place behind the scenes, I",0.0069087668089197,321
322,This movie is by far the worst," I have ever seen!!"" Lisa And Mrs Simpson thrillously posted on FACEBOOK via"," movie of 1989, but is it even remotely good? Absolutely not. In fact",4.3552718126000376e-06,322
323,Watching," from the beginning, her reacting is extraordinary. Part as hysterical as 'Les Hom", Oscars is easily one of the most boring movies you ever saw and for these atrocities,0.9980391528806651,323
324,I picked up this movie for $,"US42.00.00, which my daughter gave out immediately should have netted",4 You CANNOT take your money from a film like this but NO YOU CAN,0.0035358048044144995,324
325,This is definitely, a better director than Cornejo did it. She directed all the s***," not the best documentary, despite the quality of such films as ""My Life with",0.9979603228275665,325
326,If you've ever seen, what happens when an eccentric man becomes disillusioned with Dreyfus after the," one of the worst K-Movies ever made, and you're of the",0.0127499804948456,326
327,I just finished watching," Part 1 due out later in the Serbo, so explode the time of the", KIDS EXCHANGE and just watched it once instead of on here packaging.,0.9876226130872966,327
328,I had never heard of," Ria's work before seeing this World Famous film. But day came, I", this film before and if you haven't tried check out this movie from productions like,0.9965272742556408,328
329,Hello. I am Paul,"ina and I hope to see you soon, agree.<br /><br />"," Ryan but I really only wanted to pass up 'too hard', and I did",0.00461137294769276,329
330,Mere thoughts of, picking up a copy of Phillippe Rogers' novel are utterly fell-as, Doris voice acting can't be concurred with as it is the case with,0.0010561817325651,330
331,...okay,".Right, the first problem is that not only does everything work out good,",", actually, it was also not comparable to the classic BBC/BBC series with",0.005975442705675901,331
332,I'm glad, that Joan Price won't be sorely missed to date.<|endoftext|>," I didn't ruin the rides, but here's the big deal:...<|endoftext|>",0.9884891416877508,332
333,This movie, will be the basis to evergreenmovie.com - Happiness!!!<|endoftext|>, is experimental in a way and if the director thought the people above were inventing,0.9859885824844241,333
334,It's," not just bearded monsters, as well. Sure, this movie ranks among the best", too bad this is a canned will of the dead. I was reading a good,0.9976686966838315,334
335,I really wanted to like," what I saw. I take my own life, I would rather live than being", this movie but I'm not so sure I can watch it and I doesn't,0.9894532213802449,335
336,This is the worst documentary to," ever be done! I quote, ""You can find it anywhere in the USA"," date about slavery. It consigns you to a strange, lazy lifestyle that",1.657736720519999e-05,336
337,Robert Taylor definitely showed," me a new side side, showing that he didn't get caught up in the", up tonight and it was definitely like a Mel Ford version.<br /><br,0.0009853243827819824,337
338,This was the third, of 11 tori films to be released era. A boy meets a girl who," horror movie I've seen over it, and I pretty much followed that trail everywhere",0.11912381649017334,338
339,Daraar got," a draw at Hiya-ji in singles, so she managed to steal the", bumpy chattel and was in it. At the end both have a,0.0013238787651062012,339
340,"For the record, this film"," was originally partially needed, so my only reasonable guess was that Fyfe Productions"," has been lost in the same sea of disappointment that sadly remains within every religion,",0.0056438001338392,340
341,Despite the," style, it is certainly no low end horror with the pace very much predictable.<"," sprit of an overlong number, it is the government's rampant corruption that",0.9737901340704412,341
342,I got this movie because, of Oprah into my consciousness. It had all the feeling that Oprah Winfrey was," I thought it was the most superior piece of cinema I'd ever seen, but",0.9533079080283642,342
343,SHALLOW G,"ALLUP SWORD FOR CLASS NATION, is one of MY 1st likes",IRLS AND A SECOND KHAL<|endoftext|>,0.9880293356254698,343
344,This movie is, slow. There is a way I could have watched it if I had time., about 90% realistic for that style of films; it wets away the feeling,2.615951234469997e-05,344
345,I saw," the previews. I thought the numbers were very normal, which is 100 or so"," it the other day, and there was something much better about it, about you",0.5965121686458589,345
346,Film version of Sandra Bernhard,'s The Good Thing is very funny and s**t intervenes throughout the movie,"'s novel, the screen time deviates from the 1960's age classic. There",0.9520747922360899,346
347,Killer Tomatoes movies have this," one dozen tons of freaking unsavory things hitting them, and it gets a"," to start with, this movie really`s a big disappointment, it just doesn",8.183345198630007e-05,347
348,What made the original, BET TV show a success was its marvellous original story and mind-bending," even more funny, is that an American scientist commits suicide?"" While this is ultimately",0.0034822821617125355,348
349,There was, a bit of room for improvement as well. Our protagonist ended up with rifle-," a man in a grey tank on the cover, who looked crazy when he slit",0.9870465043932202,349
350,As an Altman fan,", my feeling about this experience is that David Bowie is one of the best of"," I found the song ""Revenge"" slightly different than it was supposed to sound",0.017426133155822643,350
351,What an, insult but easy right down to that final member of the almighty Bull****," FPS!"" the accompanying dialog fills up into quite a bit of garbage - it's",0.9950062953867019,351
352,It's not," as if Malone, played by McBean, is the bad guy, a", like there's a lot of innocent blood everywhere... Skeleton Tower - The Point,0.9797131386585535,352
353,I only today,", Neil chuckled for to give a few words about the original film. He said", feel like they were using out our attention. YOU'RE WITH IT....<|endoftext|>,0.9916163582820448,353
354,"to movie,"," for for that matter.played with plenty of reality in it, and Bill W", not only does star Peter Sellers stoop to heck and back but it's,0.9982796291587875,354
355,What was an exciting and fairly," peaceful complaint about a western Cinemassia, I can say that somehow the script", intense thriller? Awful. Jamie Kennedy is a worthy adversary. Inspector Finlay,0.00048306433018289996,355
356,"Awful, simply awful. It",'s of course best described as an act of Great Caingemore Horror because, is quite fashionable not to stress that made to sell being black in cinema - to,8.582492591819994e-05,356
357,"God, I was bored out of"," my mind and said ""nevermind"". All of a sudden someone got a hold", my wits (it was almost nine in the morning!) the Friday Beef,0.9614496409194543,357
358,"Wow, here it finally is;", the CG freezes things around it so rightfully resembles a HAWKS of hellscape, this pattery cheeseball took intentional back-fired from the original Feast,0.0022560476209036997,358
359,I'm trying to picture, the movies on the play line of a recording tape--and the internet isn't, just three films and one film and I hate spending quite a lot of expensive time,0.0003708509029820001,359
360,Lillian, Anderson's character is broken both physically and in the sense of zero-filled," Smart played Elizabeth. She is really horrible and on the acting troupe above,",8.544884620004505e-08,360
361,The characters are, brilliantly written in the dark!<br /><br />I would recommend this, moments where a deal could potentially fail much clearer if we fast forward to the circumstances,0.011588215827941784,361
362,It as absolutely incredible to," see Greta Garbo for the role as Greta's father, and Mary", learn about the high abyss of transsexism from Hunter Thompson? Why don't,0.005518794059753196,362
363,There seems, to be a gravitational effect that the supposedly sequel might be producing. This movie is, to be no way to tell whether this is a soul lens or is CNN trying,6.164168007679997e-05,363
364,The sign of, a better power player than the cow was more of the main feature lately. Seems, them drilling is that every user in me got a video game because most electronic devices,0.9882152243517341,364
365,When I was younger I, was very familiar with Pacobian stars Roger Broad and Marc Mário as, believed there wasn't a chance you could spend an eternity at a rebellion ,0.981997223570943,365
366,I cannot, wait to see the score. The whole cast playfully manage to convincingly portray, fathom that any culture is without those vile worms chasing every carcass it can,0.9974544551223515,366
367,Im watching it now,.<|endoftext|>," (using the wooden set and chairs). Great idea, show it to a group",0.00015980005264282227,367
368,Having seen," mainly films about other great animated films, in spite of it's genre they attributed"," pretty much every script imaginable (Terry Weekes did a lot of short material,",0.9867509314790367,368
369,1 How is," she so frantic whenever she gets back from the exile? Could this explain his """, it appropriate for Franco to put in a movie so transparently forced to phony heights,0.0039466388407164,369
370,The episodic version, of Louis Jacaranda's childhood fantasy Altering the Dark is much better., of Friday the 13th has given me goose bumps here and there. But sadly,0.9875584272667766,370
371,The plot of this, highly recommended and absolute revising is one Javier Masivoljc (Richard Do, film is happening in this sparsely-populated highland' election town in,0.9750718828290702,371
372,...that,'s just wayworth it!<br /><br />If you love western,'s actually good 2/10<|endoftext|>,0.0007483363151549183,372
373,After a day at work," I'm so annoyed with myself that I start watching them again and again, hoping",", he drags off his band, and keeps going home after a chest ac",0.009839485399424999,373
374,Jamie Fox,x Christopher Walken Michelle Pfeiffer Corey Feldman Penn Josie Lane,x's flawed projects. He cares only about Miki. A lot. The,0.993814326648135,374
375,Jamie Foxx,", a) starring in this film.<br /><br />b) which",). Is this a mistake that will widen the window of opportunity for three other attractive,0.9936463739722967,375
376,"Well, i can and", will do better... UNLESS things are REALLY NICE.<br /><br," will copy Luthor into this movie. Even though i understand ""halfred"" is",0.0054076509550214,376
377,This is the first time I ever," saw IMDb edit this golf movie, per The Movie that followed, that I"," heard of Napolean, in French.<br /><br />One comment showed",1.534214243290033e-05,377
378,I love Jamie Foxx,", seems to roll his eyes a little over the choices made.<br /><","'s Kate Winslet, but Jayden Forsyth likes Bill Murray more.<br",0.0014180541038514294,378
379,What?, Special thanks to Cenk Uygur for capturing some of the channel's, And why? Because I'm a crafty Hollywood cheater; I got a,0.9904775256291032,379
380,I was one of quite a, few lucky people to find a whole lot of work--a time late night comedy, few Tiki fans who stayed completely filled in on the wooden movie on DVD.,0.993867953773588,380
381,This is surely one," of the pinnacle of the future behavior, if not the previous generation ventures but an", of the ten best bat flips in the entire annual events. It goes rather badly,0.9979361616424286,381
382,This film is about," an assassin at work, researching assassinations that he knows will kill up to 10", a Brazilian soldier in the '70s and now wants everyone to believe in him,0.0073269009590147816,382
383,Early film directed by," Suzanne Campion, and starred John Cassavetes as Alpheus, a star"," the man who made Action 13, Theodosius Huzzola is essentially",0.9873519856482744,383
384,In contrast to my fellow reviewers,", I have also seen tons of fan media accounts of this movie. Believe me", who commented that the killer was mainly qualified to carry on in a pitiful role,0.9882641211152078,384
385,(aka:," AIM's cartoon T.J.), and Church is a good example of the"," Neighbors - Very Grade), a special-effects splatter middle-aged black",0.021191656589508057,385
386,Wow-this one sucks. I," had never seen this movie, but i barely know who the crew was. As", didn't even check it out. Bought it just to see if I could deal,1.3277167454999426e-06,386
387,A particularly maligned example of Italian," film-making, ""L'Aquila"". A boring Fascist action movie", cinema writing this type of rubbish is the B-grade remake of this heavy-,8.247036021200005e-05,387
388,After an initial release,", Heart Of Darkness is a ""hyper-violent B-movie, exclusively in",", DC relied on cheap directto-video showing of half a season of Batman",0.00048044661525629994,388
389,This movie is not only a very," funny musical comedy, but a very good one too. It starts with a killer", bad movie. This movie does not translate well to film today rather characters perform special,0.9984203772037291,389
390,La Sanguis,) and 'Another Acorn Keep' are strangely pursued by the Lone Ranger who,) gets bullied by a doctor and forced to put into the wheelchair. But secondly,0.9887075764127076,390
391,The Blood,thirsty Susan (Perfect Casting) <br /><br />You may know, Chaucer/Lechilah Swann effect has already attracted attention thanks to,0.008444607257842796,391
392,The Horror Channel plays nothing but, grisly crime dramas that never get a chance to cross the sea of error, a puppet show with porn stars as part of the plot. Almost all of the,3.1288946047000263e-06,392
